Year,LocationAbbr,LocationDesc,DataSource,Class,Topic,Question,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Break_Out,Break_Out_Category,GeoLocation,ClassID,TopicID,QuestionID,ResponseID,LocationID,BreakOutID,BreakOutCategoryID,Data_Value_Category,Data_Value_Category_ID
2012,MS,Mississippi,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,,88888,NR,Not Reported,,,,Total,Type of health agency,"(32.745510099, -89.538030825)",SYNOP,LEAD,LEAD1_7,,28,BO6,BOC2,Not Reported,CAT88888
2019,NJ,New Jersey,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(40.13057004800049, -74.27369128799967)",SYNOP,PROG,PROG4_1,,34,BO12,BOC3,Yes,CAT10001
2012,MI,Michigan,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,,99999,NA,Question not asked,,,,,,"(44.661319543001, -84.71439027)",SYNOP,POL,POL3_1,,26,,,Not Asked,CAT99999
2019,IL,Illinois,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For oral health program,Requirement,"(40.48501028300046, -88.99771017799969)",SYNOP,LEAD,LEAD1_4,,17,BO1,BOC1,No,CAT10002
2016,IA,Iowa,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,8.95,8.95,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(42.469400913, -93.816490556)",SYNOP,STAFF,STAFF2_1,,19,BO17,BOC5,>=5 to <10,CAT8
2012,AL,Alabama,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,< 1,10008,,,,,,,,"(32.840571122, -86.631860762)",SYNOP,LEAD,LEAD1_2,,01,,,<1,CAT2
2021,NY,New York,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,,88888,NR,Not Reported,,,,For pregnant women,Type of Program,"(42.82700103200045, -75.54397042699964)",SYNOP,PROG,PROG4_3,,36,BO19,BOC3,Not Reported,CAT88888
2012,NV,Nevada,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,,99999,NA,Question not asked,,,,For older adults,Type of Program,"(39.49324039, -117.071840564)",SYNOP,PROG,PROG4_3,,32,BO20,BOC3,Not Asked,CAT99999
2015,MI,Michigan,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,"System for recording children with cleft lips, palates, and other craniofacial anomalies",Type of System,"(44.661319543001, -84.71439027)",SYNOP,PROG,PROG4_4,,26,BO14,BOC4,Yes,CAT10001
2018,MA,Massachusetts,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(42.27687047, -72.082690675)",SYNOP,LEAD,LEAD1_5,,25,BO3,BOC1,Yes,CAT10001
2016,MS,Mississippi,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,,88888,NR,Not Reported,,,,"System for recording children with cleft lips, palates, and other craniofacial anomalies",Type of System,"(32.745510099, -89.538030825)",SYNOP,PROG,PROG4_4,,28,BO14,BOC4,Not Reported,CAT88888
2018,VT,Vermont,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,4.25,4.25,,,,,,Total,Type of Supervision,"(43.625381239, -72.517640791)",SYNOP,STAFF,STAFF2_1,,50,BO16,BOC5,>1 to <5,CAT6
2012,HI,Hawaii,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,,99999,NA,Question not asked,,,,For older adults,Type of Program,"(21.304850435, -157.857749403)",SYNOP,PROG,PROG4_3,,15,BO20,BOC3,Not Asked,CAT99999
2018,GA,Georgia,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,No,10002,,,,,,"System for recording children with cleft lips, palates, and other craniofacial anomalies",Type of System,"(32.839681093, -83.627580346)",SYNOP,PROG,PROG4_4,,13,BO14,BOC4,No,CAT10002
2012,FL,Florida,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,< 1,10008,,,,,,,,"(28.932040377, -81.928960539)",SYNOP,LEAD,LEAD1_2,,12,,,<1,CAT2
2015,MS,Mississippi,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,Appointed Health Officer,10004,,,,,,,,"(32.745510099, -89.538030825)",SYNOP,LEAD,LEAD1_3,,28,,,Appointed Health Officer,CAT10004
2011,DE,Delaware,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program directed by a dental professional,Type of health agency,"(39.008830667, -75.577741168)",SYNOP,LEAD,LEAD1_7,,10,BO8,BOC2,1-4,CAT5
2022,OR,Oregon,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For pregnant women,Type of Program,"(44.56744942400047, -120.15503132599969)",SYNOP,PROG,PROG4_3,,41,BO19,BOC3,No,CAT10002
2013,IN,Indiana,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,6,6,,,,,,Total,Type of health agency,"(39.766910452, -86.149960194)",SYNOP,LEAD,LEAD1_7,,18,BO6,BOC2,5-9,CAT7
2011,NE,Nebraska,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,5,5,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(41.641040988001, -99.365720623)",SYNOP,STAFF,STAFF2_1,,31,BO17,BOC5,>=5 to <10,CAT8
2015,NC,North Carolina,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,< 1,10008,,,,,,,,"(35.466220975, -79.159250463)",SYNOP,LEAD,LEAD1_2,,37,,,<1,CAT2
2021,DC,District of Columbia,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(38.89037138500049, -77.03196112699965)",SYNOP,LEAD,LEAD1_5,,11,BO5,BOC1,Yes,CAT10001
2018,FL,Florida,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,Civil Service,10005,,,,,,,,"(28.932040377, -81.928960539)",SYNOP,LEAD,LEAD1_3,,12,,,Civil Service,CAT10005
2021,MN,Minnesota,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Fluoride varnish programs,Type of Program,"(46.35564873600049, -94.79420050299967)",SYNOP,PROG,PROG4_1,,27,BO13,BOC3,No,CAT10002
2017,IN,Indiana,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,No,10002,,,,,,,,"(39.766910452, -86.149960194)",SYNOP,POL,POL3_1,,18,,,No,CAT10002
2018,KY,Kentucky,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Dental screening programs,Type of Program,"(37.645970271, -84.774971048)",SYNOP,PROG,PROG4_1,,21,BO11,BOC3,No,CAT10002
2011,ID,Idaho,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,,88888,NR,Not Reported,,,,Full-time,Requirement,"(43.682630005, -114.363730042)",SYNOP,LEAD,LEAD1_5,,16,BO5,BOC1,Not Reported,CAT88888
2017,MS,Mississippi,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,"System for recording children with cleft lips, palates, and other craniofacial anomalies",Type of System,"(32.745510099, -89.538030825)",SYNOP,PROG,PROG4_4,,28,BO14,BOC4,Yes,CAT10001
2016,GA,Georgia,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(32.839681093, -83.627580346)",SYNOP,LEAD,LEAD1_1,,13,,,Yes,CAT10001
2012,VT,Vermont,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,,99999,NA,Question not asked,,,,,,"(43.625381239, -72.517640791)",SYNOP,LEAD,LEAD1_6,,50,,,Not Asked,CAT99999
2016,AR,Arkansas,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(34.748650124, -92.274490743)",SYNOP,LEAD,LEAD1_1,,05,,,Yes,CAT10001
2014,AR,Arkansas,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For pregnant women,Type of Program,"(34.748650124, -92.274490743)",SYNOP,PROG,PROG4_3,,05,BO19,BOC3,No,CAT10002
2013,OH,Ohio,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,No,10002,,,,,,,,"(40.060210141, -82.404260056)",SYNOP,PROG,PROG4_2,,39,,,No,CAT10002
2017,WV,West Virginia,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Fluoride varnish programs,Type of Program,"(38.665510202, -80.712640135)",SYNOP,PROG,PROG4_1,,54,BO13,BOC3,Yes,CAT10001
2018,VT,Vermont,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Fluoride varnish programs,Type of Program,"(43.625381239, -72.517640791)",SYNOP,PROG,PROG4_1,,50,BO13,BOC3,Yes,CAT10001
2018,AZ,Arizona,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,Yes,10001,,,,,,For pregnant women,Type of Program,"(34.86597028, -111.763811277)",SYNOP,PROG,PROG4_3,,04,BO19,BOC3,Yes,CAT10001
2011,KY,Kentucky,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,,99999,NA,Question not asked,,,,For older adults,Type of Program,"(37.645970271, -84.774971048)",SYNOP,PROG,PROG4_3,,21,BO20,BOC3,Not Asked,CAT99999
2019,GA,Georgia,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(32.83968109300048, -83.62758034599966)",SYNOP,LEAD,LEAD1_5,,13,BO5,BOC1,Yes,CAT10001
2017,PA,Pennsylvania,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,Yes,10001,,,,,,,,"(40.793730152, -77.860700294)",SYNOP,POL,POL3_1,,42,,,Yes,CAT10001
2021,MO,Missouri,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Permanent,10001,,,,,,,,"(38.635790776000476, -92.56630005299968)",SYNOP,LEAD,LEAD1_1,,29,,,Yes,CAT10001
2015,AL,Alabama,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,Yes,10001,,,,,,,,"(32.840571122, -86.631860762)",SYNOP,PROG,PROG4_2,,01,,,Yes,CAT10001
2019,MN,Minnesota,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,8,8,,,,,,Total,Type of health agency,"(46.35564873600049, -94.79420050299967)",SYNOP,LEAD,LEAD1_7,,27,BO6,BOC2,5-9,CAT7
2020,MN,Minnesota,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(46.35564873600049, -94.79420050299967)",SYNOP,LEAD,LEAD1_1,,27,,,Yes,CAT10001
2014,PA,Pennsylvania,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,1,1,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(40.793730152, -77.860700294)",SYNOP,STAFF,STAFF2_1,,42,BO17,BOC5,1,CAT4
2016,DE,Delaware,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Dental screening programs,Type of Program,"(39.008830667, -75.577741168)",SYNOP,PROG,PROG4_1,,10,BO11,BOC3,Yes,CAT10001
2011,AK,Alaska,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,,99999,NA,Question not asked,,,,For older adults,Type of Program,"(64.845079957001, -147.722059036)",SYNOP,PROG,PROG4_3,,02,BO20,BOC3,Not Asked,CAT99999
2022,CO,Colorado,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health degree,Requirement,"(38.843840757000464, -106.13361092099967)",SYNOP,LEAD,LEAD1_5,,08,BO4,BOC1,No,CAT10002
2018,NJ,New Jersey,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Fluoride varnish programs,Type of Program,"(40.130570048, -74.273691288)",SYNOP,PROG,PROG4_1,,34,BO13,BOC3,No,CAT10002
2021,DE,Delaware,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0,0,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(39.008830667000495, -75.57774116799965)",SYNOP,STAFF,STAFF2_1,,10,BO18,BOC5,0,CAT1
2019,VT,Vermont,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,Yes,10001,,,,,,,,"(43.62538123900049, -72.51764079099962)",SYNOP,LEAD,LEAD1_6,,50,,,Yes,CAT10001
2022,GA,Georgia,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,4,4,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(32.83968109300048, -83.62758034599966)",SYNOP,STAFF,STAFF2_1,,13,BO18,BOC5,>1 to <5,CAT6
2011,UT,Utah,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0,0,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(39.360700171, -111.587130635)",SYNOP,STAFF,STAFF2_1,,49,BO18,BOC5,0,CAT1
2011,MD,Maryland,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,9,9,,,,,,,,"(39.290580964, -76.609260111)",SYNOP,LEAD,LEAD1_2,,24,,,5-9,CAT7
2017,CT,Connecticut,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,1,1,,,,,,,,"(41.56266102, -72.649840952)",SYNOP,LEAD,LEAD1_2,,09,,,1-4,CAT5
2021,VT,Vermont,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For oral health program,Requirement,"(43.62538123900049, -72.51764079099962)",SYNOP,LEAD,LEAD1_4,,50,BO1,BOC1,No,CAT10002
2014,VT,Vermont,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,"System for recording children with cleft lips, palates, and other craniofacial anomalies",Type of System,"(43.625381239, -72.517640791)",SYNOP,PROG,PROG4_4,,50,BO14,BOC4,Yes,CAT10001
2017,OK,Oklahoma,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(35.472031356, -97.521070214)",SYNOP,LEAD,LEAD1_7,,40,BO9,BOC2,1-4,CAT5
2017,GA,Georgia,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,System for referring children with cleft lips/cleft palates to rehabilitative teams,Type of System,"(32.839681093, -83.627580346)",SYNOP,PROG,PROG4_4,,13,BO15,BOC4,Yes,CAT10001
2022,CO,Colorado,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Acting,10001,,,,,,,,"(38.843840757000464, -106.13361092099967)",SYNOP,LEAD,LEAD1_1,,08,,,Yes,CAT10001
2017,CT,Connecticut,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,System for referring children with cleft lips/cleft palates to rehabilitative teams,Type of System,"(41.56266102, -72.649840952)",SYNOP,PROG,PROG4_4,,09,BO15,BOC4,Yes,CAT10001
2012,NY,New York,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,,99999,NA,Question not asked,,,,For older adults,Type of Program,"(42.827001032, -75.543970427)",SYNOP,PROG,PROG4_3,,36,BO20,BOC3,Not Asked,CAT99999
2017,OH,Ohio,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,6,6,,,,,,,,"(40.060210141, -82.404260056)",SYNOP,LEAD,LEAD1_2,,39,,,5-9,CAT7
2016,MD,Maryland,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,Yes,10001,,,,,,For older adults,Type of Program,"(39.290580964, -76.609260111)",SYNOP,PROG,PROG4_3,,24,BO20,BOC3,Yes,CAT10001
2018,WI,Wisconsin,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(44.393191174, -89.816370742)",SYNOP,PROG,PROG4_1,,55,BO12,BOC3,Yes,CAT10001
2021,ID,Idaho,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Dental screening programs,Type of Program,"(43.682630005000476, -114.3637300419997)",SYNOP,PROG,PROG4_1,,16,BO11,BOC3,Yes,CAT10001
2018,LA,Louisiana,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,Civil Service,10005,,,,,,,,"(31.312660644, -92.445680071)",SYNOP,LEAD,LEAD1_3,,22,,,Civil Service,CAT10005
2016,KY,Kentucky,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(37.645970271, -84.774971048)",SYNOP,PROG,PROG4_1,,21,BO12,BOC3,No,CAT10002
2012,FL,Florida,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,System for referring children with cleft lips/cleft palates to rehabilitative teams,Type of System,"(28.932040377, -81.928960539)",SYNOP,PROG,PROG4_4,,12,BO15,BOC4,Yes,CAT10001
2018,NE,Nebraska,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,"System for recording children with cleft lips, palates, and other craniofacial anomalies",Type of System,"(41.641040988001, -99.365720623)",SYNOP,PROG,PROG4_4,,31,BO14,BOC4,Yes,CAT10001
2015,WA,Washington,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,Yes,10001,,,,,,,,"(47.522278629, -120.47001079)",SYNOP,LEAD,LEAD1_6,,53,,,Yes,CAT10001
2021,CT,Connecticut,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,School-based or school-linked sealant programs,Type of Program,"(41.56266102000046, -72.64984095199964)",SYNOP,PROG,PROG4_1,,09,BO10,BOC3,Yes,CAT10001
2020,MA,Massachusetts,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,No,10002,,,,,,,,"(42.27687047000046, -72.08269067499964)",SYNOP,POL,POL3_1,,25,,,No,CAT10002
2017,VT,Vermont,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(43.625381239, -72.517640791)",SYNOP,LEAD,LEAD1_5,,50,BO5,BOC1,Yes,CAT10001
2019,KY,Kentucky,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Dental screening programs,Type of Program,"(37.645970271000465, -84.77497104799966)",SYNOP,PROG,PROG4_1,,21,BO11,BOC3,No,CAT10002
2022,MS,Mississippi,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,No,10002,,,,,,,,"(32.745510099000455, -89.53803082499968)",SYNOP,POL,POL3_1,,28,,,No,CAT10002
2017,NY,New York,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(42.827001032, -75.543970427)",SYNOP,LEAD,LEAD1_1,,36,,,Yes,CAT10001
2019,ND,North Dakota,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,No,10002,,,,,,,,"(47.47531977900047, -100.11842104899966)",SYNOP,POL,POL3_1,,38,,,No,CAT10002
2012,PA,Pennsylvania,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,1,1,,,,,,Total,Type of Supervision,"(40.793730152, -77.860700294)",SYNOP,STAFF,STAFF2_1,,42,BO16,BOC5,1,CAT4
2018,OH,Ohio,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,Vacant,10009,,,,,,,,"(40.060210141, -82.404260056)",SYNOP,LEAD,LEAD1_2,,39,,,Vacant,CAT0
2021,GA,Georgia,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,No,10002,,,,,,,,"(32.83968109300048, -83.62758034599966)",SYNOP,PROG,PROG4_2,,13,,,No,CAT10002
2018,DE,Delaware,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,Appointed Health Officer,10004,,,,,,,,"(39.008830667, -75.577741168)",SYNOP,LEAD,LEAD1_3,,10,,,Appointed Health Officer,CAT10004
2021,WI,Wisconsin,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,2,2,,,,,,,,"(44.39319117400049, -89.81637074199966)",SYNOP,LEAD,LEAD1_2,,55,,,1-4,CAT5
2011,MN,Minnesota,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(46.355648736, -94.794200503)",SYNOP,LEAD,LEAD1_7,,27,BO9,BOC2,1-4,CAT5
2021,IN,Indiana,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Fluoride varnish programs,Type of Program,"(39.766910452000445, -86.14996019399968)",SYNOP,PROG,PROG4_1,,18,BO13,BOC3,No,CAT10002
2015,MD,Maryland,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,13,13,,,,,,,,"(39.290580964, -76.609260111)",SYNOP,LEAD,LEAD1_2,,24,,,>=10,CAT9
2013,IA,Iowa,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,6.45,6.45,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(42.469400913, -93.816490556)",SYNOP,STAFF,STAFF2_1,,19,BO17,BOC5,>=5 to <10,CAT8
