PROVIDER NAME,CITY,STATE,CLAIMS PAID FOR VACCINE
CVS PHARMACY #08858,BELL,CA,160
CVS PHARMACY #10121,BERKELEY,CA,80
CVS PHARMACY #17673,BERKELEY,CA,80
CVS PHARMACY #17712,BERKELEY,CA,80
RALPHS GROCERY COMPANY,BERMUDA DUNES,CA,2307.3
CVS PHARMACY #09767,BEVERLY HILLS,CA,40
DND PHARMACY INC,BRAWLEY,CA,8433.17
CVS PHARMACY #11111,BREA,CA,80
CVS PHARMACY #17530,BREA,CA,80
CVS PHARMACY #04283,BRENTWOOD,CA,40
CVS PHARMACY #09970,BUELLTON,CA,40
CVS PHARMACY #05837,BUENA PARK,CA,160
CVS PHARMACY #08861,BUENA PARK,CA,160
CVS PHARMACY #17170,BUENA PARK,CA,80
CVS PHARMACY #09601,BURBANK,CA,80
CVS PHARMACY #09658,BURBANK,CA,240
CVS PHARMACY #09692,BURBANK,CA,440
CVS PHARMACY #09734,BURBANK,CA,440
CVS PHARMACY #09795,BURBANK,CA,40
CVS PHARMACY #16701,BURBANK,CA,200
CVS PHARMACY #17721,BURBANK,CA,40
RALPHS GROCERY COMPANY,BURBANK,CA,3381.46
CVS PHARMACY #09811,BURLINGAME,CA,40
CVS PHARMACY #09844,CAMARILLO,CA,80
RALPHS GROCERY COMPANY,CAMARILLO,CA,6562.77
CVS PHARMACY #09895,CAMPBELL,CA,40
CVS PHARMACY #09602,CANOGA PARK,CA,680
RALPHS GROCERY COMPANY,CANOGA PARK,CA,4666.49
CVS PHARMACY #09611,CANYON COUNTRY,CA,520
CVS PHARMACY #09597,CAPITOLA,CA,40
CVS PHARMACY #09479,CARLSBAD,CA,80
CVS PHARMACY #09528,CARLSBAD,CA,160
CVS PHARMACY #10743,CARLSBAD,CA,200
CVS PHARMACY #09612,CARMEL,CA,80
CVS PHARMACY #09809,CARMICHAEL,CA,80
CVS PHARMACY #05012,CARSON,CA,520
CVS PHARMACY #08839,CARSON,CA,480
CVS PHARMACY #17119,CARSON,CA,240
CVS PHARMACY #17394,CARSON,CA,120
RALPHS GROCERY COMPANY,CASTAIC,CA,4720.21
CVS PHARMACY #09616,CATHEDRAL CITY,CA,40
CVS PHARMACY #16104,CATHEDRAL CITY,CA,120
CVS PHARMACY #09489,CERRITOS,CA,200
CVS PHARMACY #16092,CERRITOS,CA,80
CVS PHARMACY #16648,CERRITOS,CA,120
RALPHS GROCERY COMPANY,CERRITOS,CA,3089.15
CVS PHARMACY #07506,CHICO,CA,40
CVS PHARMACY #16076,CHINO,CA,120
CVS PHARMACY #09705,CHINO HILLS,CA,40
HUA BAI,CHINO HILLS,CA,3588.06
CARLOS M GARCIA,CHULA VISTA,CA,80
CVS PHARMACY #08859,CHULA VISTA,CA,80
CVS PHARMACY #09113,CHULA VISTA,CA,80
CVS PHARMACY #09196,CHULA VISTA,CA,40
CVS PHARMACY #09240,CHULA VISTA,CA,80
CVS PHARMACY #09632,CHULA VISTA,CA,80
CVS PHARMACY #10182,CHULA VISTA,CA,160
RALPHS GROCERY COMPANY,CHULA VISTA,CA,5247.73
CVS PHARMACY #16489,CITRUS HEIGHTS,CA,200
CVS PHARMACY #03553,CITY OF INDUSTRY,CA,440
CVS PHARMACY #16058,CITY OF INDUSTRY,CA,120
SNP PHARMACY LLC,CITY OF INDUSTRY,CA,53935.36
CVS PHARMACY #06526,CLAYTON,CA,80
CVS PHARMACY #03925,CLOVIS,CA,40
CVS PHARMACY #03940,CLOVIS,CA,240
CVS PHARMACY #07910,CLOVIS,CA,40
CVS PHARMACY #09801,CLOVIS,CA,40
CVS PHARMACY #09933,CLOVIS,CA,80
CVS PHARMACY #16136,CLOVIS,CA,120
CVS PHARMACY #10792,COLTON,CA,80
CVS PHARMACY #16043,COMMERCE,CA,40
CVS PHARMACY #09495,COMPTON,CA,40
CVS PHARMACY #09509,CONCORD,CA,40
CVS PHARMACY #09827,CONCORD,CA,80
STAT MED PC A CALIFORNIA MEDICAL PROFESSIONAL CORPORATION,CONCORD,CA,40
CVS PHARMACY #08816,CORONA,CA,80
CVS PHARMACY #09190,CORONA,CA,80
CVS PHARMACY #09604,CORONA,CA,160
CVS PHARMACY #09728,CORONA,CA,40
CVS PHARMACY #16876,CORONA,CA,40
MAIN STREET PHARMACY,CORONA,CA,2879.28
RALPHS GROCERY COMPANY,CORONA,CA,7866.74
RALPHS GROCERY COMPANY,CORONA,CA,3544.39
CVS PHARMACY #08830,COSTA MESA,CA,120
CVS PHARMACY #09484,COSTA MESA,CA,480
CVS PHARMACY #09508,COSTA MESA,CA,240
CVS PHARMACY #09863,COSTA MESA,CA,120
CVS PHARMACY #16637,COSTA MESA,CA,120
RALPHS GROCERY COMPANY,COSTA MESA,CA,4695.53
CVS PHARMACY #09146,COVINA,CA,120
CVS PHARMACY #09641,COVINA,CA,160
CVS PHARMACY #09573,CULVER CITY,CA,40
CVS PHARMACY #17595,CULVER CITY,CA,80
RALPHS GROCERY COMPANY,CULVER CITY,CA,3415.83
CVS PHARMACY #09575,CYPRESS,CA,240
CVS PHARMACY #16063,CYPRESS,CA,120
CVS PHARMACY #10165,DALY CITY,CA,40
CVS PHARMACY #09581,DANA POINT,CA,240
CVS PHARMACY #09912,DANA POINT,CA,160
CVS PHARMACY #09296,DANVILLE,CA,40
CVS PHARMACY #09142,DAVIS,CA,120
CVS PHARMACY #09247,DEL MAR,CA,80
CVS PHARMACY #09667,DIAMOND BAR,CA,960
CVS PHARMACY #09565,DISCOVERY BAY,CA,40
CVS PHARMACY #09950,DIXON,CA,40
CVS PHARMACY #03986,DOWNEY,CA,80
CVS PHARMACY #08867,DOWNEY,CA,160
CVS PHARMACY #09504,DOWNEY,CA,560
RALPHS GROCERY COMPANY,DOWNEY,CA,3903.54
CVS PHARMACY #09788,DUARTE,CA,40
CVS PHARMACY #16100,DUARTE,CA,40
CVS PHARMACY #08842,EL CAJON,CA,40
CVS PHARMACY #16504,EL CAJON,CA,160
CVS PHARMACY #10931,EL CENTRO,CA,80
CVS PHARMACY #16937,EL CENTRO,CA,40
CVS PHARMACY #09086,EL CERRITO,CA,40
CVS PHARMACY #03909,EL DORADO HILLS,CA,280
MDSTAT URGENT CARE,EL DORADO HILLS,CA,57761.14
CVS PHARMACY #05834,EL MONTE,CA,360
CVS PHARMACY #09609,EL MONTE,CA,240
CVS PHARMACY #09639,EL MONTE,CA,160
RALPHS GROCERY COMPANY,EL SEGUNDO,CA,7600.57
CVS PHARMACY #01825,ELK GROVE,CA,240
CVS PHARMACY #09132,ELK GROVE,CA,80
CVS PHARMACY #16413,ELK GROVE,CA,40
CVS PHARMACY #09135,ENCINITAS,CA,80
CVS PHARMACY #09181,ENCINITAS,CA,40
CVS PHARMACY #02958,ENCINO,CA,280
CVS PHARMACY #09677,ENCINO,CA,120
CVS PHARMACY #09104,ESCONDIDO,CA,120
CVS PHARMACY #09959,ESCONDIDO,CA,40
CVS PHARMACY #16083,ESCONDIDO,CA,40
CVS PHARMACY #17644,ESCONDIDO,CA,160
CVS PHARMACY #09199,FAIR OAKS,CA,40
CVS PHARMACY #09814,FAIR OAKS,CA,160
CVS PHARMACY #09371,FAIRFIELD,CA,40
CVS PHARMACY #09712,FAIRFIELD,CA,40
CVS PHARMACY #09110,FALLBROOK,CA,40
CVS PHARMACY #11305,FILLMORE,CA,40
CVS PHARMACY #09923,FOLSOM,CA,40
CVS PHARMACY #09980,FOLSOM,CA,40
CVS PHARMACY #08589,FONTANA,CA,120
CVS PHARMACY #09619,FONTANA,CA,120
CVS PHARMACY #11035,FONTANA,CA,80
RALPHS GROCERY COMPANY,FONTANA,CA,2741.32
CVS PHARMACY #08834,FOOTHILL RANCH,CA,160
CVS PHARMACY #16339,FOOTHILL RANCH,CA,200
RALPHS GROCERY COMPANY,FOOTHILL RANCH,CA,6146.57
CVS PHARMACY #09879,FOSTER CITY,CA,40
CVS PHARMACY #09099,FREMONT,CA,40
CVS PHARMACY #09234,FREMONT,CA,120
CVS PHARMACY #17592,FREMONT,CA,40
CVS PHARMACY #05422,FRESNO,CA,40
CVS PHARMACY #06772,FRESNO,CA,320
CVS PHARMACY #07553,FRESNO,CA,80
CVS PHARMACY #09129,FRESNO,CA,40
CVS PHARMACY #09149,FRESNO,CA,40
CVS PHARMACY #09391,FRESNO,CA,920
CVS PHARMACY #09537,FRESNO,CA,160
CVS PHARMACY #09846,FRESNO,CA,80
CVS PHARMACY #09865,FRESNO,CA,40
CVS PHARMACY #09971,FRESNO,CA,40
CVS PHARMACY #09994,FRESNO,CA,40
CVS PHARMACY #10801,FRESNO,CA,200
CVS PHARMACY #16084,FRESNO,CA,80
CVS PHARMACY #16108,FRESNO,CA,40
CVS PHARMACY #16337,FRESNO,CA,120
CVS PHARMACY #16755,FRESNO,CA,80
CVS PHARMACY #17614,FRESNO,CA,80
FRESNO AMERICAN INDIAN HEALTH PROJECT,FRESNO,CA,9595.21
CVS PHARMACY #07079,FULLERTON,CA,280
CVS PHARMACY #09598,FULLERTON,CA,240
CVS PHARMACY #09754,FULLERTON,CA,40
CVS PHARMACY #16722,FULLERTON,CA,160
CVS PHARMACY #16756,FULLERTON,CA,200
HENRY KAW M.D. INC.,FULLERTON,CA,1239.37
RALPHS GROCERY COMPANY,FULLERTON,CA,2442.67
VALHALLA HOSPICE LLC,FULLERTON,CA,1452
CVS PHARMACY #03022,GALT,CA,120
ADVANCED HEALTHCARE PHARMACY,GARDEN GROVE,CA,3710.33
CVS PHARMACY #08862,GARDEN GROVE,CA,80
CVS PHARMACY #16045,GARDEN GROVE,CA,160
CVS PHARMACY #16046,GARDEN GROVE,CA,120
NGUYEN VO INC,GARDEN GROVE,CA,2780.44
TRUNG P LUU FAMILY LLC,GARDEN GROVE,CA,1135.98
WESTMINSTER MEDICAL OFFICE INC,GARDEN GROVE,CA,3960
CVS PHARMACY #09564,GARDENA,CA,40
CVS PHARMACY #16093,GARDENA,CA,80
RALPHS GROCERY COMPANY,GARDENA,CA,4556.71
CVS PHARMACY #09945,GILROY,CA,40
CVS PHARMACY #09614,GLENDALE,CA,280
CVS PHARMACY #09787,GLENDALE,CA,120
CVS PHARMACY #10445,GLENDALE,CA,40
CVS PHARMACY #17375,GLENDALE,CA,160
CVS PHARMACY #09733,GLENDORA,CA,240
CVS PHARMACY #09851,GLENDORA,CA,160
HEALTHRX PHARMACY INC.,GLENDORA,CA,2971.87
CVS PHARMACY #09156,GOLETA,CA,40
CVS PHARMACY #09737,GOLETA,CA,40
CVS PHARMACY #17751,GOLETA,CA,40
GOLDEN TOUCH HOME HEALTH CARE INC.,GRANADA HILL,CA,30
CVS PHARMACY #09978,GRANADA HILLS,CA,440
CVS PHARMACY #11034,GRANADA HILLS,CA,200
CVS PHARMACY #17395,GRANADA HILLS,CA,80
RALPHS GROCERY COMPANY,GRANADA HILLS,CA,4247.64
CVS PHARMACY #08825,GRAND TERRACE,CA,40
CVS PHARMACY #09526,GRANITE BAY,CA,160
YUBADOCS MEDICAL GROUP INC,GRASS VALLEY,CA,404.39
CVS PHARMACY #09219,GREENBRAE,CA,80
CVS PHARMACY #09730,HACIENDA HEIGHTS,CA,600
CVS PHARMACY #09216,HALF MOON BAY,CA,80
CVS PHARMACY #09828,HANFORD,CA,1200
CVS PHARMACY #09893,HANFORD,CA,40
CVS PHARMACY #17025,HANFORD,CA,40
CVS PHARMACY #09589,HAWAIIAN GARDENS,CA,160
CVS PHARMACY #05809,HAWTHORNE,CA,200
CVS PHARMACY #08831,HAWTHORNE,CA,280
CVS PHARMACY #08860,HAWTHORNE,CA,160
CVS PHARMACY #17354,HAWTHORNE,CA,40
CVS PHARMACY #09622,HAYWARD,CA,80
CVS PHARMACY #10199,HAYWARD,CA,160
CVS PHARMACY #03033,HEMET,CA,80
CVS PHARMACY #16234,HEMET,CA,40
CVS PHARMACY #09101,HERMOSA BEACH,CA,160
CVS PHARMACY #09476,HERMOSA BEACH,CA,160
CVS PHARMACY #09644,HESPERIA,CA,40
CVS PHARMACY #09624,HOLLYWOOD,CA,80
CVS PHARMACY #09732,HOLLYWOOD,CA,40
CVS PHARMACY #00819,HUNTINGTON BEACH,CA,40
CVS PHARMACY #06782,HUNTINGTON BEACH,CA,160
CVS PHARMACY #07088,HUNTINGTON BEACH,CA,120
CVS PHARMACY #08850,HUNTINGTON BEACH,CA,80
CVS PHARMACY #08885,HUNTINGTON BEACH,CA,200
CVS PHARMACY #09373,HUNTINGTON BEACH,CA,120
CVS PHARMACY #09483,HUNTINGTON BEACH,CA,120
CVS PHARMACY #09491,HUNTINGTON BEACH,CA,40
CVS PHARMACY #09577,HUNTINGTON BEACH,CA,320
CVS PHARMACY #17141,HUNTINGTON BEACH,CA,280
KB DRUGS INC DBA MEDICAL TOWERS PHARMACY,HUNTINGTON BEACH,CA,2120
RALPHS GROCERY COMPANY,HUNTINGTON BEACH,CA,3808.23
CVS PHARMACY #09596,HUNTINGTON PARK,CA,80
CVS PHARMACY #11073,HUNTINGTON PARK,CA,240
CVS PHARMACY #09120,IMPERIAL BEACH,CA,40
CVS PHARMACY #09779,INDIAN WELLS,CA,120
M. NIEVES GUTIERREZ-GO,INDIO,CA,274.68
RALPHS GROCERY COMPANY,INDIO,CA,3159.88
CVS PHARMACY #08837,INGLEWOOD,CA,120
CVS PHARMACY #09578,INGLEWOOD,CA,80
CVS PHARMACY #09584,INGLEWOOD,CA,80
CVS PHARMACY #16670,INGLEWOOD,CA,40
CVS PHARMACY #00387,IRVINE,CA,400
CVS PHARMACY #06768,IRVINE,CA,280
CVS PHARMACY #08869,IRVINE,CA,280
CVS PHARMACY #09486,IRVINE,CA,240
CVS PHARMACY #09561,IRVINE,CA,280
CVS PHARMACY #09562,IRVINE,CA,240
CVS PHARMACY #16120,IRVINE,CA,40
CVS PHARMACY #16591,IRVINE,CA,240
CVS PHARMACY #17211,IRVINE,CA,40
CVS PHARMACY #17707,IRVINE,CA,120
RALPHS GROCERY COMPANY,IRVINE,CA,5516.27
RITI DAYAL,IRVINE,CA,7888.64
CVS PHARMACY #09983,KINGSBURG,CA,280
CVS PHARMACY #17739,LA CANADA FLINTRIDGE,CA,40
CVS PHARMACY #09758,LA HABRA,CA,120
CVS PHARMACY #09831,LA HABRA,CA,40
CVS PHARMACY #10223,LA HABRA,CA,80
CVS PHARMACY #17460,LA HABRA,CA,40
CVS PHARMACY #17808,LA JOLLA,CA,80
RALPHS GROCERY COMPANY,LA JOLLA,CA,4208.18
CVS PHARMACY #09169,LA MESA,CA,80
FADI A. HADDAD,LA MESA,CA,8640
FATIMA HAMADE,LA MESA,CA,1246.67
ANWAR AND VASEEMA ARASTU MD INC.,LA MIRADA,CA,1120
CVS PHARMACY #09740,LA MIRADA,CA,360
CVS PHARMACY #04065,LA PUENTE,CA,160
CVS PHARMACY #09629,LA PUENTE,CA,160
CVS PHARMACY #03341,LA QUINTA,CA,40
CVS PHARMACY #16060,LA VERNE,CA,120
CVS PHARMACY #06710,LADERA RANCH,CA,360
CVS PHARMACY #09552,LADERA RANCH,CA,80
CVS PHARMACY #09591,LAGUNA BEACH,CA,120
RALPHS GROCERY COMPANY,LAGUNA HILLS,CA,4458.08
CVS PHARMACY #03057,LAGUNA NIGUEL,CA,400
CVS PHARMACY #08863,LAGUNA NIGUEL,CA,80
CVS PHARMACY #08880,LAGUNA NIGUEL,CA,200
CVS PHARMACY #09924,LAGUNA NIGUEL,CA,80
CVS PHARMACY #09246,LAGUNA WOODS,CA,120
CVS PHARMACY #08851,LAKE FOREST,CA,160
CVS PHARMACY #08884,LAKE FOREST,CA,40
CVS PHARMACY #09587,LAKE FOREST,CA,120
RALPHS GROCERY COMPANY,LAKE FOREST,CA,4805.47
CVS PHARMACY #05014,LAKEWOOD,CA,160
CVS PHARMACY #08878,LAKEWOOD,CA,120
CVS PHARMACY #01666,LANCASTER,CA,400
CVS PHARMACY #09657,LANCASTER,CA,80
CVS PHARMACY #09785,LANCASTER,CA,160
CVS PHARMACY #16069,LANCASTER,CA,40
CVS PHARMACY #17412,LATHROP,CA,40
CVS PHARMACY #07191,LAWNDALE,CA,80
CVS PHARMACY #09588,LAWNDALE,CA,80
CVS PHARMACY #17774,LAWNDALE,CA,120
CVS PHARMACY #09535,LINCOLN,CA,40
CVS PHARMACY #16275,LIVERMORE,CA,40
CVS PHARMACY #09243,LODI,CA,360
CVS PHARMACY #09261,LODI,CA,2280
CVS PHARMACY #01176,LOMITA,CA,120
CVS PHARMACY #09543,LOMITA,CA,360
AVIVA PHARMACY,LONG BEACH,CA,28415.27
CVS PHARMACY #03931,LONG BEACH,CA,200
CVS PHARMACY #06755,LONG BEACH,CA,240
CVS PHARMACY #08838,LONG BEACH,CA,40
CVS PHARMACY #08864,LONG BEACH,CA,80
CVS PHARMACY #08876,LONG BEACH,CA,2360
CVS PHARMACY #09505,LONG BEACH,CA,80
CVS PHARMACY #09557,LONG BEACH,CA,200
CVS PHARMACY #09566,LONG BEACH,CA,160
CVS PHARMACY #09579,LONG BEACH,CA,200
CVS PHARMACY #09590,LONG BEACH,CA,160
CVS PHARMACY #10008,LONG BEACH,CA,40
CVS PHARMACY #16047,LONG BEACH,CA,40
CVS PHARMACY #17481,LONG BEACH,CA,80
PAN AND HSU PEDIATRICS,LONG BEACH,CA,2609.64
RALPHS GROCERY COMPANY,LONG BEACH,CA,4462.86
RALPHS GROCERY COMPANY,LONG BEACH,CA,4268.85
SONG N. TAN MD INC.,LONG BEACH,CA,742.52
CVS PHARMACY #04043,LOS ALAMITOS,CA,200
"ALTAMED GENERAL PEDIATRICS AT CHILDRENS HOSPITAL LOS
ANGELES",LOS ANGELES,CA,480
ALTAMED HEALTH SERVICES CORPORATION,LOS ANGELES,CA,240
ALTAMED MEDICAL AND DENTAL GROUP- SOUTH GATE,LOS ANGELES,CA,240
ALTAMED MEDICAL AND DENTAL GROUP-COMMERCE GOODRICH,LOS ANGELES,CA,891.44
"ALTAMED MEDICAL AND DENTAL GROUP-EAST LA/WHITTIER (BOYLE
HEIGHTS)",LOS ANGELES,CA,200
"ALTAMED MEDICAL AND DENTAL GROUP-EAST LOS ANGELES 1ST
STREET",LOS ANGELES,CA,40
ALTAMED MEDICAL AND DENTAL GROUP-EL MONTE,LOS ANGELES,CA,107
ALTAMED MEDICAL AND DENTAL GROUP-SANTA ANA MAIN,LOS ANGELES,CA,40
ALTAMED MEDICAL GROUP-GARDEN GROVEHARBOR,LOS ANGELES,CA,280
ALTAMED MEDICAL GROUP-HUNTINGTON PARK,LOS ANGELES,CA,593.88
ALTAMED MEDICAL GROUP-PICO RIVERA PASSONS,LOS ANGELES,CA,833.88
ALTAMED MEDICAL GROUP-SANTA ANA BRISTOL,LOS ANGELES,CA,2496.94
ALTAMED MEDICAL GROUP-WEST COVINA,LOS ANGELES,CA,400
ALTAMED URGENT CARE-ANAHEIM,LOS ANGELES,CA,1394.95
COMPLETE INFUSION CARE,LOS ANGELES,CA,40
COTTAGE CLINICAL NETWORK LLC,LOS ANGELES,CA,206.72
CVS PHARMACY #02396,LOS ANGELES,CA,40
CVS PHARMACY #03825,LOS ANGELES,CA,200
CVS PHARMACY #04019,LOS ANGELES,CA,40
CVS PHARMACY #04524,LOS ANGELES,CA,40
CVS PHARMACY #05828,LOS ANGELES,CA,80
CVS PHARMACY #06976,LOS ANGELES,CA,40
CVS PHARMACY #08847,LOS ANGELES,CA,120
CVS PHARMACY #08853,LOS ANGELES,CA,80
CVS PHARMACY #08886,LOS ANGELES,CA,800
CVS PHARMACY #09212,LOS ANGELES,CA,40
CVS PHARMACY #09325,LOS ANGELES,CA,80
CVS PHARMACY #09398,LOS ANGELES,CA,40
CVS PHARMACY #09477,LOS ANGELES,CA,200
CVS PHARMACY #09503,LOS ANGELES,CA,160
CVS PHARMACY #09507,LOS ANGELES,CA,120
CVS PHARMACY #09531,LOS ANGELES,CA,40
CVS PHARMACY #09563,LOS ANGELES,CA,80
CVS PHARMACY #09576,LOS ANGELES,CA,120
CVS PHARMACY #09580,LOS ANGELES,CA,80
CVS PHARMACY #09582,LOS ANGELES,CA,80
CVS PHARMACY #09626,LOS ANGELES,CA,720
CVS PHARMACY #09660,LOS ANGELES,CA,120
CVS PHARMACY #09665,LOS ANGELES,CA,360
CVS PHARMACY #09666,LOS ANGELES,CA,40
CVS PHARMACY #09669,LOS ANGELES,CA,80
CVS PHARMACY #09674,LOS ANGELES,CA,160
CVS PHARMACY #09685,LOS ANGELES,CA,80
CVS PHARMACY #09686,LOS ANGELES,CA,120
CVS PHARMACY #09766,LOS ANGELES,CA,200
CVS PHARMACY #09985,LOS ANGELES,CA,120
CVS PHARMACY #10292,LOS ANGELES,CA,360
CVS PHARMACY #10433,LOS ANGELES,CA,80
CVS PHARMACY #10509,LOS ANGELES,CA,80
CVS PHARMACY #10614,LOS ANGELES,CA,80
CVS PHARMACY #10663,LOS ANGELES,CA,40
CVS PHARMACY #10791,LOS ANGELES,CA,80
CVS PHARMACY #11028,LOS ANGELES,CA,80
CVS PHARMACY #11215,LOS ANGELES,CA,80
CVS PHARMACY #16649,LOS ANGELES,CA,480
CVS PHARMACY #16747,LOS ANGELES,CA,40
CVS PHARMACY #17703,LOS ANGELES,CA,120
CVS PHARMACY #17719,LOS ANGELES,CA,40
CVS PHARMACY #17724,LOS ANGELES,CA,80
CVS PHARMACY #17749,LOS ANGELES,CA,80
CVS PHARMACY #17794,LOS ANGELES,CA,40
CVS PHARMACY #17800,LOS ANGELES,CA,480
CVS PHARMACY #17804,LOS ANGELES,CA,160
LORENA PHARMACY,LOS ANGELES,CA,2160.69
PREVOST HEALTHCARE ENTERPRISES INC,LOS ANGELES,CA,11722.37
RALPHS GROCERY COMPANY,LOS ANGELES,CA,1242.24
RALPHS GROCERY COMPANY,LOS ANGELES,CA,8228.4
RALPHS GROCERY COMPANY,LOS ANGELES,CA,3502.72
RALPHS GROCERY COMPANY,LOS ANGELES,CA,10011.85
RALPHS GROCERY COMPANY,LOS ANGELES,CA,3143.55
RALPHS GROCERY COMPANY,LOS ANGELES,CA,7481.54
RALPHS GROCERY COMPANY,LOS ANGELES,CA,3317.53
ST. JOHNS WELL CHILD AND FAMILY CENTER INC.,LOS ANGELES,CA,5939.22
CVS PHARMACY #09982,LOS GATOS,CA,40
RALPHS GROCERY COMPANY,LOS OSOS,CA,1239.23
CVS PHARMACY #09123,LYNWOOD,CA,120
CVS PHARMACY #09159,MADERA,CA,80
CVS PHARMACY #09986,MADERA,CA,40
CVS PHARMACY #09496,MANHATTAN BEACH,CA,80
CVS PHARMACY #09513,MANHATTAN BEACH,CA,120
CVS PHARMACY #16049,MANHATTAN BEACH,CA,80
CVS PHARMACY #05403,MANTECA,CA,40
CVS PHARMACY #09493,MAR VISTA,CA,40
CVS PHARMACY #17374,MARINA,CA,280
CVS PHARMACY #08871,MARINA DEL REY,CA,120
RALPHS GROCERY COMPANY,MARINA DEL REY,CA,7832.46
CVS PHARMACY #09989,MARTINEZ,CA,40
CVS PHARMACY #09691,MARYSVILLE,CA,80
CVS PHARMACY #05267,MENIFEE,CA,80
THRIVE,MILPITAS,CA,40
CVS PHARMACY #09789,MISSION HILLS,CA,320
CVS PHARMACY #17700,MISSION HILLS,CA,80
CVS PHARMACY #01764,MISSION VIEJO,CA,40
CVS PHARMACY #08891,MISSION VIEJO,CA,80
CVS PHARMACY #09242,MISSION VIEJO,CA,160
CVS PHARMACY #09485,MISSION VIEJO,CA,400
CVS PHARMACY #16098,MISSION VIEJO,CA,80
CVS PHARMACY #17243,MISSION VIEJO,CA,200
AMRIK S. BASI,MODESTO,CA,1640
CVS PHARMACY #01467,MODESTO,CA,240
CVS PHARMACY #03077,MODESTO,CA,280
CVS PHARMACY #09171,MODESTO,CA,80
CVS PHARMACY #09248,MODESTO,CA,280
CVS PHARMACY #09874,MODESTO,CA,40
CVS PHARMACY #16082,MODESTO,CA,40
CVS PHARMACY #16357,MODESTO,CA,160
MID VALLEY HEALTH SERVICES LTC INC.,MODESTO,CA,7244
CVS PHARMACY #09689,MONROVIA,CA,40
CVS PHARMACY #09745,MONTCLAIR,CA,40
CVS PHARMACY #16760,MONTCLAIR,CA,40
CVS PHARMACY #09757,MONTEBELLO,CA,80
CVS PHARMACY #09857,MONTEBELLO,CA,280
CVS PHARMACY #09320,MONTEREY,CA,200
CVS PHARMACY #09802,MONTEREY,CA,80
CVS PHARMACY #09617,MONTEREY PARK,CA,40
CVS PHARMACY #09798,MONTEREY PARK,CA,840
CVS PHARMACY #09647,MONTROSE,CA,40
CVS PHARMACY #03058,MORENO VALLEY,CA,40
CVS PHARMACY #09610,MORENO VALLEY,CA,120
CVS PHARMACY #17377,MORENO VALLEY,CA,40
CVS PHARMACY #17327,MORGAN HILL,CA,40
CVS PHARMACY #07774,MOUNTAIN VIEW,CA,40
CVS PHARMACY #09684,MOUNTAIN VIEW,CA,40
BACH NGUYEN M.D.,MURRIETA,CA,200
CVS PHARMACY #07786,MURRIETA,CA,80
CVS PHARMACY #09157,MURRIETA,CA,80
RALPHS GROCERY COMPANY,MURRIETA,CA,3615.46
CVS PHARMACY #09138,NATIONAL CITY,CA,80
DOKIMOS PHARMACY INC.,NEVADA CITY,CA,126.91
CVS PHARMACY #03069,NEWBURY PARK,CA,120
CVS PHARMACY #09221,NEWBURY PARK,CA,80
RALPHS GROCERY COMPANY,NEWBURY PARK,CA,4166.78
CVS PHARMACY #08881,NEWPORT BEACH,CA,80
CVS PHARMACY #09540,NEWPORT BEACH,CA,40
CVS PHARMACY #09782,NIPOMO,CA,80
CVS PHARMACY #10998,NORCO,CA,120
CVS PHARMACY #16221,NORCO,CA,80
METRO PHARMACY,NORTH HILLS,CA,6914.67
MISSION CITY COMMUNITY NETWORK,NORTH HILLS,CA,102882.03
CVS PHARMACY #01573,NORTH HOLLYWOOD,CA,120
CVS PHARMACY #04789,NORTH HOLLYWOOD,CA,240
CVS PHARMACY #09717,NORTH HOLLYWOOD,CA,520
CVS PHARMACY #09850,NORTH HOLLYWOOD,CA,80
CVS PHARMACY #16095,NORTH HOLLYWOOD,CA,40
CVS PHARMACY #09605,NORTHRIDGE,CA,640
CVS PHARMACY #09642,NORTHRIDGE,CA,320
CVS PHARMACY #09706,NORTHRIDGE,CA,120
CVS PHARMACY #16097,NORTHRIDGE,CA,280
CVS PHARMACY #17113,NORTHRIDGE,CA,160
RALPHS GROCERY COMPANY,NORTHRIDGE,CA,6222.41
CVS PHARMACY #08865,NORWALK,CA,120
CVS PHARMACY #08889,NORWALK,CA,40
CVS PHARMACY #16680,NORWALK,CA,160
CVS PHARMACY #16761,NORWALK,CA,40
CVS PHARMACY #09947,NOVATO,CA,120
CVS PHARMACY #10918,OAK PARK,CA,80
CVS PHARMACY #03944,OAKDALE,CA,120
CVS PHARMACY #09130,OAKLAND,CA,80
CVS PHARMACY #09378,OAKLAND,CA,80
CVS PHARMACY #09929,OAKLAND,CA,40
CVS PHARMACY #10475,OAKLAND,CA,40
CVS PHARMACY #08866,OCEANSIDE,CA,120
CVS PHARMACY #09549,OCEANSIDE,CA,240
CVS PHARMACY #17725,OCEANSIDE,CA,200
RALPHS GROCERY COMPANY,OCEANSIDE,CA,3861.46
CVS PHARMACY #09729,ONTARIO,CA,80
CVS PHARMACY #17320,ONTARIO,CA,40
CVS PHARMACY #09119,ORANGE,CA,200
CVS PHARMACY #09725,ORANGE,CA,480
CVS PHARMACY #09744,ORANGE,CA,80
CVS PHARMACY #09749,ORANGE,CA,160
CVS PHARMACY #16064,ORANGE,CA,280
CVS PHARMACY #17716,ORANGE,CA,200
CVS PHARMACY #09939,ORINDA,CA,120
CVS PHARMACY #09188,ORLAND,CA,40
RALPHS GROCERY COMPANY,PACIFIC BEACH,CA,4525.49
