Comparison_Type,Week_Ending,Current_Season_Week_Ending_Label,Comparison_Group1,Comparison_Group2,Comparison_Group1_Point_Estimate,Comparison_Group2_Point_Estimate,Difference_Estimate,Difference_Estimate_Lower_95_CI,Difference_Estimate_Upper_95_CI,Signficant_at_95_Pct,Comparison_Group1_Sort_Order,Comparison_Group2_Sort_Order
Within Season Race Comparison,04/20/2024,04/20/2024,"Black, Non-Hispanic","White, Non-Hispanic",48.2,50.7,-2.5,-4.93,-0.04,*,18,20
Within Season Race Comparison,04/20/2024,04/20/2024,Hispanic,"White, Non-Hispanic",59,50.7,8.3,6.09,10.55,*,19,20
Within Season Race Comparison,04/27/2024,04/27/2024,Hispanic,"White, Non-Hispanic",59.2,50.7,8.5,6.24,10.77,*,19,20
Within Season Race Comparison,04/27/2024,04/27/2024,"Black, Non-Hispanic","White, Non-Hispanic",48.2,50.7,-2.5,-4.95,-0.07,*,18,20
Within Season Race Comparison,05/04/2024,05/04/2024,"Black, Non-Hispanic","White, Non-Hispanic",49.1,51.1,-2.1,-4.81,0.7,,18,20
Within Season Race Comparison,05/04/2024,05/04/2024,Hispanic,"White, Non-Hispanic",59.6,51.1,8.5,6.12,10.84,*,19,20
Within Season Race Comparison,05/11/2024,05/11/2024,Hispanic,"White, Non-Hispanic",59.6,51.1,8.5,6.12,10.84,*,19,20
Within Season Race Comparison,05/11/2024,05/11/2024,"Black, Non-Hispanic","White, Non-Hispanic",49.1,51.1,-2.1,-4.81,0.7,,18,20
Within Season Urbanicity Comparison,10/07/2023,10/07/2023,Rural (Non-MSA),Suburban (MSA Non-Principal City),13,17.6,-4.6,-6.1,-3.01,*,22,23
Within Season Urbanicity Comparison,10/14/2023,10/14/2023,Rural (Non-MSA),Suburban (MSA Non-Principal City),14.5,21,-6.5,-8.32,-4.71,*,22,23
Within Season Urbanicity Comparison,10/21/2023,10/21/2023,Rural (Non-MSA),Suburban (MSA Non-Principal City),16.1,25.1,-9,-10.95,-7.1,*,22,23
Within Season Urbanicity Comparison,10/28/2023,10/28/2023,Rural (Non-MSA),Suburban (MSA Non-Principal City),17.1,26.7,-9.6,-11.78,-7.47,*,22,23
Within Season Urbanicity Comparison,11/04/2023,11/04/2023,Rural (Non-MSA),Suburban (MSA Non-Principal City),25.1,34.2,-9.1,-10.62,-7.66,*,22,23
Within Season Urbanicity Comparison,11/11/2023,11/11/2023,Rural (Non-MSA),Suburban (MSA Non-Principal City),25.4,36.5,-11.2,-12.78,-9.54,*,22,23
Within Season Urbanicity Comparison,11/18/2023,11/18/2023,Rural (Non-MSA),Suburban (MSA Non-Principal City),26.1,38.6,-12.5,-14.31,-10.73,*,22,23
Within Season Urbanicity Comparison,11/25/2023,11/25/2023,Rural (Non-MSA),Suburban (MSA Non-Principal City),26.7,39.6,-12.9,-14.89,-10.82,*,22,23
Within Season Urbanicity Comparison,12/02/2023,12/02/2023,Rural (Non-MSA),Suburban (MSA Non-Principal City),31.8,43.5,-11.7,-13.28,-10.06,*,22,23
Within Season Urbanicity Comparison,12/09/2023,12/09/2023,Rural (Non-MSA),Suburban (MSA Non-Principal City),32.3,43.9,-11.7,-13.38,-9.99,*,22,23
Within Season Urbanicity Comparison,12/16/2023,12/16/2023,Rural (Non-MSA),Suburban (MSA Non-Principal City),32.3,44.3,-12,-13.66,-10.27,*,22,23
Within Season Urbanicity Comparison,12/23/2023,12/23/2023,Rural (Non-MSA),Suburban (MSA Non-Principal City),32.7,44.5,-11.8,-13.61,-10.03,*,22,23
Within Season Urbanicity Comparison,12/30/2023,12/30/2023,Rural (Non-MSA),Suburban (MSA Non-Principal City),32.7,44.6,-11.9,-13.65,-10.07,*,22,23
Within Season Urbanicity Comparison,01/06/2024,01/06/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),35.8,47.9,-12.1,-13.89,-10.25,*,22,23
Within Season Urbanicity Comparison,01/13/2024,01/13/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),35.9,48.2,-12.3,-14.12,-10.45,*,22,23
Within Season Urbanicity Comparison,01/20/2024,01/20/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),36,48.7,-12.7,-14.53,-10.84,*,22,23
Within Season Urbanicity Comparison,01/27/2024,01/27/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),36.6,48.9,-12.3,-14.35,-10.19,*,22,23
Within Season Urbanicity Comparison,02/03/2024,02/03/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),37.1,50.2,-13.2,-15.04,-11.3,*,22,23
Within Season Urbanicity Comparison,02/10/2024,02/10/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),37.1,50.3,-13.2,-15.07,-11.32,*,22,23
Within Season Urbanicity Comparison,02/17/2024,02/17/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),37.7,50.6,-12.9,-14.92,-10.88,*,22,23
Within Season Urbanicity Comparison,02/24/2024,02/24/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),37.7,50.6,-12.9,-14.93,-10.9,*,22,23
Within Season Urbanicity Comparison,03/02/2024,03/02/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),38.8,51.7,-12.9,-14.99,-10.9,*,22,23
Within Season Urbanicity Comparison,03/09/2024,03/09/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),38.8,51.8,-13,-15.09,-10.98,*,22,23
Within Season Urbanicity Comparison,03/16/2024,03/16/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),38.8,51.9,-13.1,-15.17,-11.07,*,22,23
Within Season Urbanicity Comparison,03/23/2024,03/23/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),38.9,52.3,-13.3,-15.39,-11.25,*,22,23
Within Season Urbanicity Comparison,03/30/2024,03/30/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),38.9,52.3,-13.4,-15.43,-11.28,*,22,23
Within Season Urbanicity Comparison,04/06/2024,04/06/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),39.3,52.9,-13.6,-15.69,-11.42,*,22,23
Within Season Urbanicity Comparison,04/13/2024,04/13/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),39.3,53.2,-13.9,-16.04,-11.71,*,22,23
Within Season Urbanicity Comparison,04/20/2024,04/20/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),39.3,53.3,-14,-16.14,-11.83,*,22,23
Within Season Urbanicity Comparison,04/27/2024,04/27/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),39.8,53.3,-13.6,-15.89,-11.27,*,22,23
Within Season Urbanicity Comparison,05/04/2024,05/04/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),39.9,53.7,-13.8,-16.06,-11.46,*,22,23
Within Season Urbanicity Comparison,05/11/2024,05/11/2024,Rural (Non-MSA),Suburban (MSA Non-Principal City),39.9,53.7,-13.8,-16.06,-11.46,*,22,23
Within Season Urbanicity Comparison,10/07/2023,10/07/2023,Rural (Non-MSA),Urban (MSA Principal City),13,20.2,-7.2,-8.87,-5.58,*,22,24
Within Season Urbanicity Comparison,10/07/2023,10/07/2023,Suburban (MSA Non-Principal City),Urban (MSA Principal City),17.6,20.2,-2.7,-3.92,-1.42,*,23,24
Within Season Urbanicity Comparison,10/14/2023,10/14/2023,Suburban (MSA Non-Principal City),Urban (MSA Principal City),21,22.5,-1.4,-2.98,0.1,,23,24
Within Season Urbanicity Comparison,10/14/2023,10/14/2023,Rural (Non-MSA),Urban (MSA Principal City),14.5,22.5,-8,-9.8,-6.12,*,22,24
Within Season Urbanicity Comparison,10/21/2023,10/21/2023,Rural (Non-MSA),Urban (MSA Principal City),16.1,26.7,-10.6,-12.74,-8.45,*,22,24
Within Season Urbanicity Comparison,10/21/2023,10/21/2023,Suburban (MSA Non-Principal City),Urban (MSA Principal City),25.1,26.7,-1.6,-3.57,0.44,,23,24
Within Season Urbanicity Comparison,10/28/2023,10/28/2023,Suburban (MSA Non-Principal City),Urban (MSA Principal City),26.7,28.7,-2,-4.38,0.41,,23,24
Within Season Urbanicity Comparison,10/28/2023,10/28/2023,Rural (Non-MSA),Urban (MSA Principal City),17.1,28.7,-11.6,-14.17,-9.06,*,22,24
Within Season Urbanicity Comparison,11/04/2023,11/04/2023,Rural (Non-MSA),Urban (MSA Principal City),25.1,38,-12.9,-14.56,-11.2,*,22,24
Within Season Urbanicity Comparison,11/04/2023,11/04/2023,Suburban (MSA Non-Principal City),Urban (MSA Principal City),34.2,38,-3.7,-5.15,-2.33,*,23,24
Within Season Urbanicity Comparison,11/11/2023,11/11/2023,Suburban (MSA Non-Principal City),Urban (MSA Principal City),36.5,39.9,-3.4,-5.05,-1.67,*,23,24
Within Season Urbanicity Comparison,11/11/2023,11/11/2023,Rural (Non-MSA),Urban (MSA Principal City),25.4,39.9,-14.5,-16.34,-12.71,*,22,24
Within Season Urbanicity Comparison,11/18/2023,11/18/2023,Rural (Non-MSA),Urban (MSA Principal City),26.1,40.6,-14.5,-16.4,-12.64,*,22,24
Within Season Urbanicity Comparison,11/18/2023,11/18/2023,Suburban (MSA Non-Principal City),Urban (MSA Principal City),38.6,40.6,-2,-3.77,-0.23,*,23,24
Within Season Urbanicity Comparison,11/25/2023,11/25/2023,Suburban (MSA Non-Principal City),Urban (MSA Principal City),39.6,41.2,-1.6,-3.58,0.31,,23,24
Within Season Urbanicity Comparison,11/25/2023,11/25/2023,Rural (Non-MSA),Urban (MSA Principal City),26.7,41.2,-14.5,-16.59,-12.39,*,22,24
Within Season Urbanicity Comparison,12/02/2023,12/02/2023,Rural (Non-MSA),Urban (MSA Principal City),31.8,47.4,-15.6,-17.35,-13.78,*,22,24
Within Season Urbanicity Comparison,12/02/2023,12/02/2023,Suburban (MSA Non-Principal City),Urban (MSA Principal City),43.5,47.4,-3.9,-5.34,-2.45,*,23,24
Within Season Urbanicity Comparison,12/09/2023,12/09/2023,Rural (Non-MSA),Urban (MSA Principal City),32.3,47.9,-15.6,-17.48,-13.72,*,22,24
Within Season Urbanicity Comparison,12/09/2023,12/09/2023,Suburban (MSA Non-Principal City),Urban (MSA Principal City),43.9,47.9,-3.9,-5.47,-2.37,*,23,24
Within Season Urbanicity Comparison,12/16/2023,12/16/2023,Suburban (MSA Non-Principal City),Urban (MSA Principal City),44.3,48.5,-4.2,-5.93,-2.54,*,23,24
Within Season Urbanicity Comparison,12/16/2023,12/16/2023,Rural (Non-MSA),Urban (MSA Principal City),32.3,48.5,-16.2,-18.18,-14.22,*,22,24
Within Season Urbanicity Comparison,12/23/2023,12/23/2023,Rural (Non-MSA),Urban (MSA Principal City),32.7,49,-16.3,-18.41,-14.21,*,22,24
Within Season Urbanicity Comparison,12/23/2023,12/23/2023,Suburban (MSA Non-Principal City),Urban (MSA Principal City),44.5,49,-4.5,-6.25,-2.72,*,23,24
Within Season Urbanicity Comparison,12/30/2023,12/30/2023,Suburban (MSA Non-Principal City),Urban (MSA Principal City),44.6,49,-4.5,-6.22,-2.69,*,23,24
Within Season Urbanicity Comparison,12/30/2023,12/30/2023,Rural (Non-MSA),Urban (MSA Principal City),32.7,49,-16.3,-18.41,-14.21,*,22,24
Within Season Urbanicity Comparison,01/06/2024,01/06/2024,Rural (Non-MSA),Urban (MSA Principal City),35.8,52.8,-17,-19.02,-14.92,*,22,24
Within Season Urbanicity Comparison,01/06/2024,01/06/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),47.9,52.8,-4.9,-6.54,-3.26,*,23,24
Within Season Urbanicity Comparison,01/13/2024,01/13/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),48.2,53.3,-5.1,-6.79,-3.46,*,23,24
Within Season Urbanicity Comparison,01/13/2024,01/13/2024,Rural (Non-MSA),Urban (MSA Principal City),35.9,53.3,-17.4,-19.45,-15.36,*,22,24
Within Season Urbanicity Comparison,01/20/2024,01/20/2024,Rural (Non-MSA),Urban (MSA Principal City),36,53.5,-17.5,-19.51,-15.43,*,22,24
Within Season Urbanicity Comparison,01/20/2024,01/20/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),48.7,53.5,-4.8,-6.44,-3.12,*,23,24
Within Season Urbanicity Comparison,01/27/2024,01/27/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),48.9,53.8,-4.9,-6.64,-3.16,*,23,24
Within Season Urbanicity Comparison,01/27/2024,01/27/2024,Rural (Non-MSA),Urban (MSA Principal City),36.6,53.8,-17.2,-19.46,-14.89,*,22,24
Within Season Urbanicity Comparison,02/03/2024,02/03/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),50.2,55.3,-5.1,-6.73,-3.4,*,23,24
Within Season Urbanicity Comparison,02/03/2024,02/03/2024,Rural (Non-MSA),Urban (MSA Principal City),37.1,55.3,-18.2,-20.32,-16.15,*,22,24
Within Season Urbanicity Comparison,02/10/2024,02/10/2024,Rural (Non-MSA),Urban (MSA Principal City),37.1,56,-18.9,-21.06,-16.71,*,22,24
Within Season Urbanicity Comparison,02/10/2024,02/10/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),50.3,56,-5.7,-7.46,-3.91,*,23,24
Within Season Urbanicity Comparison,02/17/2024,02/17/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),50.6,56.1,-5.5,-7.3,-3.8,*,23,24
Within Season Urbanicity Comparison,02/17/2024,02/17/2024,Rural (Non-MSA),Urban (MSA Principal City),37.7,56.1,-18.4,-20.7,-16.19,*,22,24
Within Season Urbanicity Comparison,02/24/2024,02/24/2024,Rural (Non-MSA),Urban (MSA Principal City),37.7,56.1,-18.4,-20.7,-16.19,*,22,24
Within Season Urbanicity Comparison,02/24/2024,02/24/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),50.6,56.1,-5.5,-7.29,-3.78,*,23,24
Within Season Urbanicity Comparison,03/02/2024,03/02/2024,Rural (Non-MSA),Urban (MSA Principal City),38.8,57.3,-18.5,-20.77,-16.25,*,22,24
Within Season Urbanicity Comparison,03/02/2024,03/02/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),51.7,57.3,-5.6,-7.31,-3.82,*,23,24
Within Season Urbanicity Comparison,03/09/2024,03/09/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),51.8,57.3,-5.5,-7.24,-3.74,*,23,24
Within Season Urbanicity Comparison,03/09/2024,03/09/2024,Rural (Non-MSA),Urban (MSA Principal City),38.8,57.3,-18.5,-20.78,-16.27,*,22,24
Within Season Urbanicity Comparison,03/16/2024,03/16/2024,Rural (Non-MSA),Urban (MSA Principal City),38.8,57.4,-18.6,-20.85,-16.33,*,22,24
Within Season Urbanicity Comparison,03/16/2024,03/16/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),51.9,57.4,-5.5,-7.22,-3.72,*,23,24
Within Season Urbanicity Comparison,03/23/2024,03/23/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),52.3,57.6,-5.3,-7.09,-3.51,*,23,24
Within Season Urbanicity Comparison,03/23/2024,03/23/2024,Rural (Non-MSA),Urban (MSA Principal City),38.9,57.6,-18.6,-20.87,-16.36,*,22,24
Within Season Urbanicity Comparison,03/30/2024,03/30/2024,Rural (Non-MSA),Urban (MSA Principal City),38.9,57.6,-18.6,-20.9,-16.39,*,22,24
Within Season Urbanicity Comparison,03/30/2024,03/30/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),52.3,57.6,-5.3,-7.08,-3.5,*,23,24
Within Season Urbanicity Comparison,04/06/2024,04/06/2024,Rural (Non-MSA),Urban (MSA Principal City),39.3,58.8,-19.4,-21.78,-17.08,*,22,24
Within Season Urbanicity Comparison,04/06/2024,04/06/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),52.9,58.8,-5.9,-7.72,-4.03,*,23,24
Within Season Urbanicity Comparison,04/13/2024,04/13/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),53.2,58.8,-5.6,-7.43,-3.68,*,23,24
Within Season Urbanicity Comparison,04/13/2024,04/13/2024,Rural (Non-MSA),Urban (MSA Principal City),39.3,58.8,-19.4,-21.78,-17.08,*,22,24
Within Season Urbanicity Comparison,04/20/2024,04/20/2024,Rural (Non-MSA),Urban (MSA Principal City),39.3,58.9,-19.6,-21.95,-17.22,*,22,24
Within Season Urbanicity Comparison,04/20/2024,04/20/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),53.3,58.9,-5.6,-7.48,-3.72,*,23,24
Within Season Urbanicity Comparison,04/27/2024,04/27/2024,Rural (Non-MSA),Urban (MSA Principal City),39.8,58.9,-19.2,-21.66,-16.66,*,22,24
Within Season Urbanicity Comparison,04/27/2024,04/27/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),53.3,58.9,-5.6,-7.46,-3.7,*,23,24
Within Season Urbanicity Comparison,05/04/2024,05/04/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),53.7,59.5,-5.9,-7.87,-3.86,*,23,24
Within Season Urbanicity Comparison,05/04/2024,05/04/2024,Rural (Non-MSA),Urban (MSA Principal City),39.9,59.5,-19.6,-22.14,-17.12,*,22,24
Within Season Urbanicity Comparison,05/11/2024,05/11/2024,Rural (Non-MSA),Urban (MSA Principal City),39.9,59.5,-19.6,-22.14,-17.12,*,22,24
Within Season Urbanicity Comparison,05/11/2024,05/11/2024,Suburban (MSA Non-Principal City),Urban (MSA Principal City),53.7,59.5,-5.9,-7.87,-3.86,*,23,24
Within Season Age Comparison,10/07/2023,10/07/2023,5-11 years,12-17 years,18.2,15.6,2.6,1.31,3.9,*,6,7
Within Season Age Comparison,10/07/2023,10/07/2023,5-17 years,12-17 years,16.9,15.6,1.4,0.25,2.48,*,5,7
Within Season Age Comparison,10/07/2023,10/07/2023,6 months-4 years,12-17 years,21.7,15.6,6.2,4.68,7.63,*,3,7
Within Season Age Comparison,10/07/2023,10/07/2023,6-23 months,12-17 years,24.4,15.6,8.9,6.55,11.19,*,4,7
Within Season Age Comparison,10/14/2023,10/14/2023,6-23 months,12-17 years,28.2,17.3,11,8.17,13.76,*,4,7
Within Season Age Comparison,10/14/2023,10/14/2023,6 months-4 years,12-17 years,24.9,17.3,7.6,5.93,9.32,*,3,7
Within Season Age Comparison,10/14/2023,10/14/2023,5-17 years,12-17 years,19.6,17.3,2.4,1.05,3.67,*,5,7
Within Season Age Comparison,10/14/2023,10/14/2023,5-11 years,12-17 years,21.7,17.3,4.4,2.8,6.02,*,6,7
Within Season Age Comparison,10/21/2023,10/21/2023,5-11 years,12-17 years,25.2,21.4,3.8,1.78,5.74,*,6,7
Within Season Age Comparison,10/21/2023,10/21/2023,5-17 years,12-17 years,23.4,21.4,1.9,0.22,3.68,*,5,7
Within Season Age Comparison,10/21/2023,10/21/2023,6 months-4 years,12-17 years,28.8,21.4,7.4,5.1,9.63,*,3,7
Within Season Age Comparison,10/21/2023,10/21/2023,6-23 months,12-17 years,34.8,21.4,13.3,9.24,17.4,*,4,7
Within Season Age Comparison,10/28/2023,10/28/2023,6-23 months,12-17 years,37.7,22.6,15,10.32,19.76,*,4,7
Within Season Age Comparison,10/28/2023,10/28/2023,6 months-4 years,12-17 years,30.6,22.6,7.9,5.33,10.48,*,3,7
Within Season Age Comparison,10/28/2023,10/28/2023,5-17 years,12-17 years,25,22.6,2.4,0.35,4.41,*,5,7
Within Season Age Comparison,10/28/2023,10/28/2023,5-11 years,12-17 years,27.2,22.6,4.6,2.27,6.93,*,6,7
Within Season Age Comparison,11/04/2023,11/04/2023,5-11 years,12-17 years,34.9,31.1,3.8,2.52,5.11,*,6,7
Within Season Age Comparison,11/04/2023,11/04/2023,5-17 years,12-17 years,33,31.1,1.9,0.79,3.08,*,5,7
Within Season Age Comparison,11/04/2023,11/04/2023,6 months-4 years,12-17 years,38.3,31.1,7.2,5.65,8.72,*,3,7
Within Season Age Comparison,11/04/2023,11/04/2023,6-23 months,12-17 years,40.4,31.1,9.3,6.99,11.54,*,4,7
Within Season Age Comparison,11/11/2023,11/11/2023,6-23 months,12-17 years,43.5,32.7,10.8,7.62,13.89,*,4,7
Within Season Age Comparison,11/11/2023,11/11/2023,6 months-4 years,12-17 years,40.7,32.7,8,6.11,9.86,*,3,7
Within Season Age Comparison,11/11/2023,11/11/2023,5-17 years,12-17 years,34.9,32.7,2.2,0.77,3.61,*,5,7
Within Season Age Comparison,11/11/2023,11/11/2023,5-11 years,12-17 years,36.9,32.7,4.2,2.58,5.81,*,6,7
Within Season Age Comparison,11/18/2023,11/18/2023,5-11 years,12-17 years,39.3,33.4,5.9,4.06,7.69,*,6,7
Within Season Age Comparison,11/18/2023,11/18/2023,6 months-4 years,12-17 years,42.1,33.4,8.7,6.89,10.56,*,3,7
Within Season Age Comparison,11/18/2023,11/18/2023,5-17 years,12-17 years,36.5,33.4,3.1,1.58,4.53,*,5,7
Within Season Age Comparison,11/18/2023,11/18/2023,6-23 months,12-17 years,44.6,33.4,11.3,8.47,14.04,*,4,7
Within Season Age Comparison,11/25/2023,11/25/2023,6-23 months,12-17 years,46.8,33.9,12.9,9.22,16.57,*,4,7
Within Season Age Comparison,11/25/2023,11/25/2023,6 months-4 years,12-17 years,43.1,33.9,9.2,7.16,11.31,*,3,7
Within Season Age Comparison,11/25/2023,11/25/2023,5-17 years,12-17 years,37.2,33.9,3.4,1.74,5.01,*,5,7
Within Season Age Comparison,11/25/2023,11/25/2023,5-11 years,12-17 years,40.4,33.9,6.5,4.48,8.52,*,6,7
Within Season Age Comparison,12/02/2023,12/02/2023,5-17 years,12-17 years,41.9,39.3,2.6,1.33,3.85,*,5,7
Within Season Age Comparison,12/02/2023,12/02/2023,5-11 years,12-17 years,44.6,39.3,5.2,3.78,6.67,*,6,7
Within Season Age Comparison,12/02/2023,12/02/2023,6 months-4 years,12-17 years,47.8,39.3,8.4,6.87,10.01,*,3,7
Within Season Age Comparison,12/02/2023,12/02/2023,6-23 months,12-17 years,51.3,39.3,11.9,9.72,14.18,*,4,7
Within Season Age Comparison,12/09/2023,12/09/2023,6-23 months,12-17 years,52,39.8,12.2,9.79,14.57,*,4,7
Within Season Age Comparison,12/09/2023,12/09/2023,6 months-4 years,12-17 years,48.1,39.8,8.3,6.64,9.92,*,3,7
Within Season Age Comparison,12/09/2023,12/09/2023,5-11 years,12-17 years,45.1,39.8,5.2,3.7,6.78,*,6,7
Within Season Age Comparison,12/09/2023,12/09/2023,5-17 years,12-17 years,42.4,39.8,2.6,1.26,3.93,*,5,7
Within Season Age Comparison,12/16/2023,12/16/2023,5-17 years,12-17 years,42.9,40.6,2.3,0.65,3.94,*,5,7
Within Season Age Comparison,12/16/2023,12/16/2023,5-11 years,12-17 years,45.2,40.6,4.6,2.81,6.32,*,6,7
Within Season Age Comparison,12/16/2023,12/16/2023,6 months-4 years,12-17 years,48.4,40.6,7.8,5.92,9.68,*,3,7
Within Season Age Comparison,12/16/2023,12/16/2023,6-23 months,12-17 years,52.2,40.6,11.5,8.97,14.1,*,4,7
Within Season Age Comparison,12/23/2023,12/23/2023,6-23 months,12-17 years,52.6,41.2,11.5,8.8,14.11,*,4,7
Within Season Age Comparison,12/23/2023,12/23/2023,6 months-4 years,12-17 years,48.9,41.2,7.7,5.75,9.61,*,3,7
Within Season Age Comparison,12/23/2023,12/23/2023,5-17 years,12-17 years,43.4,41.2,2.2,0.53,3.83,*,5,7
Within Season Age Comparison,12/23/2023,12/23/2023,5-11 years,12-17 years,45.5,41.2,4.3,2.54,6.08,*,6,7
Within Season Age Comparison,12/30/2023,12/30/2023,5-11 years,12-17 years,45.5,41.2,4.3,2.5,6.05,*,6,7
Within Season Age Comparison,12/30/2023,12/30/2023,5-17 years,12-17 years,43.4,41.2,2.2,0.51,3.81,*,5,7
Within Season Age Comparison,12/30/2023,12/30/2023,6 months-4 years,12-17 years,48.9,41.2,7.6,5.71,9.58,*,3,7
Within Season Age Comparison,12/30/2023,12/30/2023,6-23 months,12-17 years,52.6,41.2,11.4,8.75,14.07,*,4,7
Within Season Age Comparison,01/06/2024,01/06/2024,6-23 months,12-17 years,58.1,43.1,15,12.45,17.5,*,4,7
Within Season Age Comparison,01/06/2024,01/06/2024,6 months-4 years,12-17 years,54.6,43.1,11.5,9.69,13.31,*,3,7
Within Season Age Comparison,01/06/2024,01/06/2024,5-17 years,12-17 years,45.9,43.1,2.8,1.42,4.16,*,5,7
Within Season Age Comparison,01/06/2024,01/06/2024,5-11 years,12-17 years,48.5,43.1,5.4,3.9,6.99,*,6,7
Within Season Age Comparison,01/13/2024,01/13/2024,5-11 years,12-17 years,49.1,43.2,5.8,4.24,7.44,*,6,7
Within Season Age Comparison,01/13/2024,01/13/2024,5-17 years,12-17 years,46.2,43.2,3,1.59,4.35,*,5,7
Within Season Age Comparison,01/13/2024,01/13/2024,6 months-4 years,12-17 years,55.1,43.2,11.9,10.09,13.77,*,3,7
Within Season Age Comparison,01/13/2024,01/13/2024,6-23 months,12-17 years,58.3,43.2,15,12.46,17.6,*,4,7
Within Season Age Comparison,01/20/2024,01/20/2024,6-23 months,12-17 years,59.6,43.3,16.3,13.58,19.1,*,4,7
Within Season Age Comparison,01/20/2024,01/20/2024,6 months-4 years,12-17 years,55.9,43.3,12.6,10.76,14.47,*,3,7
Within Season Age Comparison,01/20/2024,01/20/2024,5-17 years,12-17 years,46.4,43.3,3.1,1.74,4.5,*,5,7
Within Season Age Comparison,01/20/2024,01/20/2024,5-11 years,12-17 years,49.4,43.3,6.1,4.49,7.67,*,6,7
Within Season Age Comparison,01/27/2024,01/27/2024,5-11 years,12-17 years,49.8,43.3,6.5,4.85,8.19,*,6,7
Within Season Age Comparison,01/27/2024,01/27/2024,5-17 years,12-17 years,46.6,43.3,3.3,1.93,4.74,*,5,7
Within Season Age Comparison,01/27/2024,01/27/2024,6 months-4 years,12-17 years,56.4,43.3,13.1,11.19,15.05,*,3,7
