Title,Author(s),Journal,Fiscal Year,Publication Year,DOI Link,All Authors,Category Topics,Journal Information,Keyword Search Expanded,URL,Row
A review of genetic polymorphisms and prostate cancer risk.,"Coughlin SS, Hall IJ.",Annals of Epidemiology,2002,2002,https://dx.doi.org/10.1016/s1047-2797(01)00310-6,"Coughlin SS, Hall IJ.",Prostate Cancer,Journal: Annals of Epidemiology (Volume: 12; Issue: 3; Pages: 182 - 196),A review of genetic polymorphisms and prostate cancer risk.|Coughlin SS|Hall IJ.|Annals of Epidemiology|12,http://www.ncbi.nlm.nih.gov/pubmed/11897176,39
A review of prophylactic human papillomavirus vaccines: Recommendations and monitoring in the U.S.,"Dunne EF, Datta SD, Markowitz L.",Cancer,2009,2008,https://dx.doi.org/10.1002/cncr.23763,"Dunne EF, Datta SD, Markowitz L.",Cervical Cancer,Journal: Cancer (Volume: 113; Issue: S10; Pages: 2995 - 3003),"A review of prophylactic human papillomavirus vaccines: Recommendations and monitoring in the U.S.|Dunne EF|Datta SD, Markowitz L.|Cancer|113",http://www.ncbi.nlm.nih.gov/pubmed/18980283,40
"A survey of Indian Health Service and tribal health providers’ colorectal cancer screening knowledge, perceptions, and practices.","Haverkamp D, Perdue DG, Espey D, Cobb N.",Journal of Health Care for the Poor and Underserved,2011,2011,https://dx.doi.org/10.1353/hpu.2011.0014,"Haverkamp D, Perdue DG, Espey D, Cobb N.",Colorectal (Colon) Cancer,Journal: Journal of Health Care for the Poor and Underserved (Volume: 22; Issue: 1; Pages: 243 - 257),"A survey of Indian Health Service and tribal health providers’ colorectal cancer screening knowledge, perceptions, and practices.|Haverkamp D|Perdue DG, Espey D, Cobb N.|Journal of Health Care for the Poor and Underserved|22",http://www.ncbi.nlm.nih.gov/pubmed/21317519,41
A survey of obstetrician-gynecologists on their patients’ alcohol use during pregnancy.,"Diekman S, Floyd RL, Decoufle P, Shulkin J, Ebrahim SH.",Obstetrics and Gynecology,2000,2000,https://dx.doi.org/10.1016/s0029-7844(99)00616-x,"Diekman S, Floyd RL, Decoufle P, Shulkin J, Ebrahim SH.",Other Research,Journal: Obstetrics and Gynecology (Volume: 95; Issue: 5; Pages: 756 - 763),"A survey of obstetrician-gynecologists on their patients’ alcohol use during pregnancy.|Diekman S|Floyd RL, Decoufle P, Shulkin J, Ebrahim SH.|Obstetrics and Gynecology|95",http://www.ncbi.nlm.nih.gov/pubmed/10775743,42
"A systematic review of special events to promote breast, cervical and colorectal cancer screening in the United States.","Escoffery C, Rodgers KC, Kegler MC, Haardörfer R, Howard DH, Liang S, Pinsker E, Roland KB, Allen JD, Ory MG, Bastani R, Fernandez ME, Risendal BC, Byrd TL, Coronado GD.",BMC Public Health,2014,2014,https://dx.doi.org/10.1186/1471-2458-14-274,"Escoffery C, Rodgers KC, Kegler MC, Haardörfer R, Howard DH, Liang S, Pinsker E, Roland KB, Allen JD, Ory MG, Bastani R, Fernandez ME, Risendal BC, Byrd TL, Coronado GD.",Breast Cancer,Journal: BMC Public Health (Volume: 14; Issue: 1; Pages: 274 - 274),"A systematic review of special events to promote breast, cervical and colorectal cancer screening in the United States.|Escoffery C|Rodgers KC, Kegler MC, Haardörfer R, Howard DH, Liang S, Pinsker E, Roland KB, Allen JD, Ory MG, Bastani R, Fernandez ME, Risendal BC, Byrd TL, Coronado GD.|BMC Public Health|14",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3987802/,43
A taxonomic signature of obesity in a large study of American adults.,"Peters BA, Shapiro JA, Church TR, Miller G, Trinh-Shevrin C, Yuen E, Friedlander C, Hayes RB, Ahn J.",Scientific Reports,2018,2018,https://dx.doi.org/10.1038/s41598-018-28126-1,"Peters BA, Shapiro JA, Church TR, Miller G, Trinh-Shevrin C, Yuen E, Friedlander C, Hayes RB, Ahn J.",Other Research,Journal: Scientific Reports (Volume: 8; Issue: 1; Pages: 9749 - 9749),"A taxonomic signature of obesity in a large study of American adults.|Peters BA|Shapiro JA, Church TR, Miller G, Trinh-Shevrin C, Yuen E, Friedlander C, Hayes RB, Ahn J.|Scientific Reports|8",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6021409/,44
Abatement of the survival cliff in older adolescents and young adults with acute lymphoblastic leukemia and lymphoblastic lymphoma in the United States.,"Bleyer A, Tai E, Siegel S, Roth M, DeAngelo DJ, Stock W.",Journal of Adolescent and Young Adult Oncology,2024,2024,https://dx.doi.org/10.1089/jayao.2024.0095,"Bleyer A, Tai E, Siegel S, Roth M, DeAngelo DJ, Stock W.",Hematologic (Blood) Cancers,Journal: Journal of Adolescent and Young Adult Oncology (Volume: ; Issue: ; Pages:  - ),"Abatement of the survival cliff in older adolescents and young adults with acute lymphoblastic leukemia and lymphoblastic lymphoma in the United States.|Bleyer A|Tai E, Siegel S, Roth M, DeAngelo DJ, Stock W.|Journal of Adolescent and Young Adult Oncology|",https://pubmed.ncbi.nlm.nih.gov/39321033/,45
Ability of young women to recall past body size and age at menarche.,"Koprowski C, Coates RJ, Bernstein L.",Obesity Research,2001,2001,https://dx.doi.org/10.1038/oby.2001.62,"Koprowski C, Coates RJ, Bernstein L.",Health Disparities in Cancer,Journal: Obesity Research (Volume: 9; Issue: 8; Pages: 478 - 485),"Ability of young women to recall past body size and age at menarche.|Koprowski C|Coates RJ, Bernstein L.|Obesity Research|9",http://www.ncbi.nlm.nih.gov/pubmed/11500528,46
Accelerating cervical cancer screening with human papillomavirus genotyping.,"Sawaya GF, Saraiya M, Soman A, Gopalani SV, Kenney K, Miller J.",American Journal of Preventive Medicine,2023,2023,https://dx.doi.org/10.1016/j.amepre.2022.10.014,"Sawaya GF, Saraiya M, Soman A, Gopalani SV, Kenney K, Miller J.",Cervical Cancer,Journal: American Journal of Preventive Medicine (Volume: 64; Issue: 4; Pages: 552 - 555),"Accelerating cervical cancer screening with human papillomavirus genotyping.|Sawaya GF|Saraiya M, Soman A, Gopalani SV, Kenney K, Miller J.|American Journal of Preventive Medicine|64",https://pubmed.ncbi.nlm.nih.gov/36935166/,47
Acceptable and preferred cervical cancer screening intervals among U.S. women.,"Cooper CP, Saraiya M, Sawaya GF.",American Journal of Preventive Medicine,2015,2015,https://dx.doi.org/10.1016/j.amepre.2015.04.025,"Cooper CP, Saraiya M, Sawaya GF.",Cervical Cancer,Journal: American Journal of Preventive Medicine (Volume: 49; Issue: 6; Pages: e99 - e107),"Acceptable and preferred cervical cancer screening intervals among U.S. women.|Cooper CP|Saraiya M, Sawaya GF.|American Journal of Preventive Medicine|49",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4656074/,48
Acceptance of flexible sigmoidoscopy screening for colorectal cancer.,"Montano DE, Selby JV, Somkin CP, Bhat A, Nadel M.",Cancer Detection and Prevention,2004,2004,https://dx.doi.org/10.1016/j.cdp.2003.11.005,"Montano DE, Selby JV, Somkin CP, Bhat A, Nadel M.",Colorectal (Colon) Cancer,Journal: Cancer Detection and Prevention (Volume: 28; Issue: 1; Pages: 43 - 51),"Acceptance of flexible sigmoidoscopy screening for colorectal cancer.|Montano DE|Selby JV, Somkin CP, Bhat A, Nadel M.|Cancer Detection and Prevention|28",http://www.ncbi.nlm.nih.gov/pubmed/15041077,49
Access to cancer care and general medical care services among cancer survivors in the United States: an analysis of 2011 Medical Expenditure Panel Survey data.,"de Moor JS, Virgo KS, Li C, Chawla N, Han X, Blanch-Hartigan D, Ekwueme DU, McNeel TS, Rodriguez JL, Yabroff KR.",Public Health Reports,2017,2016,https://dx.doi.org/10.1177/0033354916675852,"de Moor JS, Virgo KS, Li C, Chawla N, Han X, Blanch-Hartigan D, Ekwueme DU, McNeel TS, Rodriguez JL, Yabroff KR.",Cancer Survivorship,Journal: Public Health Reports (Volume: 131; Issue: 6; Pages: 783 - 790),"Access to cancer care and general medical care services among cancer survivors in the United States: an analysis of 2011 Medical Expenditure Panel Survey data.|de Moor JS|Virgo KS, Li C, Chawla N, Han X, Blanch-Hartigan D, Ekwueme DU, McNeel TS, Rodriguez JL, Yabroff KR.|Public Health Reports|131",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5230838/,50
Access to high-resolution anoscopy among persons with HIV and abnormal anal cytology results.,"Rim SH, Saraiya M, Beer L, Tie Y, Yuan X, Weiser J.",JAMA Network Open,2024,2024,https://dx.doi.org/10.1001/jamanetworkopen.2024.0068,"Rim SH, Saraiya M, Beer L, Tie Y, Yuan X, Weiser J.",HPV-Associated Cancers,Journal: JAMA Network Open (Volume: 7; Issue: 3; Pages:  - ),"Access to high-resolution anoscopy among persons with HIV and abnormal anal cytology results.|Rim SH|Saraiya M, Beer L, Tie Y, Yuan X, Weiser J.|JAMA Network Open|7",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10907917/,51
Access to preventive health care for cancer survivors.,"Yabroff KR, Short PF, Machlin S, Dowling E, Rozjabek H, Li C, McNeel T, Ekwueme DU, Virgo KS.",American Journal of Preventive Medicine,2013,2013,https://dx.doi.org/10.1016/j.amepre.2013.04.021,"Yabroff KR, Short PF, Machlin S, Dowling E, Rozjabek H, Li C, McNeel T, Ekwueme DU, Virgo KS.",Cancer Survivorship,Journal: American Journal of Preventive Medicine (Volume: 45; Issue: 3; Pages: 304 - 312),"Access to preventive health care for cancer survivors.|Yabroff KR|Short PF, Machlin S, Dowling E, Rozjabek H, Li C, McNeel T, Ekwueme DU, Virgo KS.|American Journal of Preventive Medicine|45",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3804250/,52
Accuracy of ovarian and colon cancer risk assessments by U.S. physicians.,"Baldwin LM, Trivers KF, Andrilla CH, Matthews B, Miller JW, Lishner DM, Goff BA.",Journal of General Internal Medicine,2014,2014,https://dx.doi.org/10.1007/s11606-014-2768-2,"Baldwin LM, Trivers KF, Andrilla CH, Matthews B, Miller JW, Lishner DM, Goff BA.",Colorectal (Colon) Cancer,Journal: Journal of General Internal Medicine (Volume: ; Issue: ; Pages:  - ),"Accuracy of ovarian and colon cancer risk assessments by U.S. physicians.|Baldwin LM|Trivers KF, Andrilla CH, Matthews B, Miller JW, Lishner DM, Goff BA.|Journal of General Internal Medicine|",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4000350/,53
Accuracy of self-reported reason for colorectal cancer testing.,"Eberth JM, Vernon SW, White A, Abotchie PN, Coan SP.","Cancer Epidemiology, Biomarkers and Prevention",2010,2010,https://dx.doi.org/10.1158/1055-9965.EPI-09-0335,"Eberth JM, Vernon SW, White A, Abotchie PN, Coan SP.",Colorectal (Colon) Cancer,"Journal: Cancer Epidemiology, Biomarkers and Prevention (Volume: 19; Issue: 1; Pages: 196 - 200)","Accuracy of self-reported reason for colorectal cancer testing.|Eberth JM|Vernon SW, White A, Abotchie PN, Coan SP.|Cancer Epidemiology, Biomarkers and Prevention|19",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2805466/,54
Achieving quality in flexible sigmoidoscopy screening for colorectal cancer.,"Ashley OS, Nadel MR, Ransohoff DF.",American Journal of Medicine,2002,2001,https://dx.doi.org/10.1016/s0002-9343(01)00959-7,"Ashley OS, Nadel MR, Ransohoff DF.",Colorectal (Colon) Cancer,Journal: American Journal of Medicine (Volume: 111; Issue: 8; Pages: 643 - 653),"Achieving quality in flexible sigmoidoscopy screening for colorectal cancer.|Ashley OS|Nadel MR, Ransohoff DF.|American Journal of Medicine|111",http://www.ncbi.nlm.nih.gov/pubmed/11755508,55
"Acral lentiginous melanoma incidence by sex, race, ethnicity, and stage in the United States, 2010–2019.","Holman DM., King JB, White A, Singh SD, Lichtenfeld JL.",Preventive Medicine,2023,2023,https://dx.doi.org/10.1016/j.ypmed.2023.107692,"Holman DM., King JB, White A, Singh SD, Lichtenfeld JL.",Skin Cancer,Journal: Preventive Medicine (Volume: ; Issue: ; Pages:  - ),"Acral lentiginous melanoma incidence by sex, race, ethnicity, and stage in the United States, 2010–2019.|Holman DM.|King JB, White A, Singh SD, Lichtenfeld JL.|Preventive Medicine|",https://pubmed.ncbi.nlm.nih.gov/37659614/,56
"Activities of epidemiologists in state and territorial cancer control programs, 1999.","Benard VB, Bobo JK.",Journal of Public Health Management and Practice,2002,2002,https://dx.doi.org/10.1097/00124784-200203000-00003,"Benard VB, Bobo JK.",Other Research,Journal: Journal of Public Health Management and Practice (Volume: 8; Issue: 2; Pages: 10 - 25),"Activities of epidemiologists in state and territorial cancer control programs, 1999.|Benard VB|Bobo JK.|Journal of Public Health Management and Practice|8",http://www.ncbi.nlm.nih.gov/pubmed/11889848,57
"Additional surgical intervention after radical prostatectomy, radiation therapy, androgen-deprivation therapy, or watchful waiting.","Berge V, Thompson T, Blackman D.",European Urology,2008,2007,https://dx.doi.org/10.1016/j.eururo.2006.12.012,"Berge V, Thompson T, Blackman D.",Prostate Cancer,Journal: European Urology (Volume: 52; Issue: 4; Pages: 1036 - 1043),"Additional surgical intervention after radical prostatectomy, radiation therapy, androgen-deprivation therapy, or watchful waiting.|Berge V|Thompson T, Blackman D.|European Urology|52",http://www.ncbi.nlm.nih.gov/pubmed/17178188,58
Addressing cancer survivorship through public health: An update from the Centers for Disease Control and Prevention.,"Fairley TL, Pollack LA, Moore AR, Smith JL.",Journal of Women's Health,2010,2009,https://dx.doi.org/10.1089/jwh.2009.1666,"Fairley TL, Pollack LA, Moore AR, Smith JL.",Cancer Survivorship,Journal: Journal of Women's Health (Volume: 18; Issue: 10; Pages: 1525 - 1531),"Addressing cancer survivorship through public health: An update from the Centers for Disease Control and Prevention.|Fairley TL|Pollack LA, Moore AR, Smith JL.|Journal of Women's Health|18",http://www.ncbi.nlm.nih.gov/pubmed/19788367,59
Adherence of primary care physicians to evidence-based recommendations to reduce ovarian cancer mortality.,"Stewart SL, Townsend JS, Puckett MC, Rim SH.",Journal of Women's Health,2016,2016,https://dx.doi.org/10.1089/jwh.2015.5735,"Stewart SL, Townsend JS, Puckett MC, Rim SH.",Gynecologic Cancers,Journal: Journal of Women's Health (Volume: 25; Issue: 3; Pages: 235 - 241),"Adherence of primary care physicians to evidence-based recommendations to reduce ovarian cancer mortality.|Stewart SL|Townsend JS, Puckett MC, Rim SH.|Journal of Women's Health|25",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5289707/,60
Adherence to guidelines for follow-up of low-grade cytologic abnormalities among medically underserved women.,"Benard VB, Lawson HW, Eheman CR, Anderson C, Helsel W.",Obstetrics and Gynecology,2005,2005,https://dx.doi.org/10.1097/01.AOG.0000159549.56601.75,"Benard VB, Lawson HW, Eheman CR, Anderson C, Helsel W.",Cervical Cancer,Journal: Obstetrics and Gynecology (Volume: 105; Issue: 6; Pages: 132 - 328),"Adherence to guidelines for follow-up of low-grade cytologic abnormalities among medically underserved women.|Benard VB|Lawson HW, Eheman CR, Anderson C, Helsel W.|Obstetrics and Gynecology|105",http://www.ncbi.nlm.nih.gov/pubmed/15932824,61
Adjuvant chemotherapy for patients with stage III colon cancer: results from a CDC-NPCR patterns of care study.,"Cress RD, Sabatino SA, Wu X-C, Schymura MJ, Rycroft R, Stuckart E, Fulton J, Shen T.",Clinical Medicine: Oncology,2010,2009,https://dx.doi.org/10.4137/cmo.s2316,"Cress RD, Sabatino SA, Wu X-C, Schymura MJ, Rycroft R, Stuckart E, Fulton J, Shen T.",Colorectal (Colon) Cancer,Journal: Clinical Medicine: Oncology (Volume: 3; Issue: ; Pages: 107 - 119),"Adjuvant chemotherapy for patients with stage III colon cancer: results from a CDC-NPCR patterns of care study.|Cress RD|Sabatino SA, Wu X-C, Schymura MJ, Rycroft R, Stuckart E, Fulton J, Shen T.|Clinical Medicine: Oncology|3",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2872589/,62
"Adoption and implementation of evidence-based colorectal cancer screening interventions among cancer control program grantees, 2009–2015.","Hannon PA, Maxwell AE, Escoffery C, Vu T, Kohn MJ, Gressard L, Dillon-Sumner L, Mason C, DeGroff A.",Preventing Chronic Disease,2020,2019,https://dx.doi.org/10.5888/pcd16.180682,"Hannon PA, Maxwell AE, Escoffery C, Vu T, Kohn MJ, Gressard L, Dillon-Sumner L, Mason C, DeGroff A.",Colorectal (Colon) Cancer,Journal: Preventing Chronic Disease (Volume: 16; Issue: ; Pages: E139 - E139),"Adoption and implementation of evidence-based colorectal cancer screening interventions among cancer control program grantees, 2009–2015.|Hannon PA|Maxwell AE, Escoffery C, Vu T, Kohn MJ, Gressard L, Dillon-Sumner L, Mason C, DeGroff A.|Preventing Chronic Disease|16",https://www.cdc.gov/pcd/issues/2019/18_0682.htm,63
"Adult leukemia survival trends in the United States by subtype: A population-based registry study of 370,994 patients diagnosed during 1995–2009.","Bailey C, Richardson LC, Allemani C, Bonaventure A, Harewood R, Moore AR, Stewart SL, Weir HK, Coleman MP; CONCORD Working Group.",Cancer,2019,2018,https://dx.doi.org/10.1002/cncr.31674,"Bailey C, Richardson LC, Allemani C, Bonaventure A, Harewood R, Moore AR, Stewart SL, Weir HK, Coleman MP; CONCORD Working Group.",Cancer Survivorship,Journal: Cancer (Volume: 124; Issue: 19; Pages: 385 - 867),"Adult leukemia survival trends in the United States by subtype: A population-based registry study of 370,994 patients diagnosed during 1995–2009.|Bailey C|Richardson LC, Allemani C, Bonaventure A, Harewood R, Moore AR, Stewart SL, Weir HK, Coleman MP; CONCORD Working Group.|Cancer|124",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6392057/,64
"Adults who have never been screened for colorectal cancer, Behavioral Risk Factor Surveillance System, 2012 and 2020.","Richardson LC, King JB, Thomas CC, Richards TB, Dowling NF, Coleman King S.",Preventing Chronic Disease,2022,2022,https://dx.doi.org/10.5888/pcd19.220001,"Richardson LC, King JB, Thomas CC, Richards TB, Dowling NF, Coleman King S.",Colorectal (Colon) Cancer,Journal: Preventing Chronic Disease (Volume: 19; Issue: ; Pages:  - ),"Adults who have never been screened for colorectal cancer, Behavioral Risk Factor Surveillance System, 2012 and 2020.|Richardson LC|King JB, Thomas CC, Richards TB, Dowling NF, Coleman King S.|Preventing Chronic Disease|19",https://www.cdc.gov/pcd/issues/2022/22_0001.htm,65
