Year,Value,Units,Bacteria,Topic,ViewBy,ViewBy2
2020,5.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2020,5.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2020,7.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2020,4.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2020,5.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2020,5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2020,0.25,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2020,0,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2020,0.07,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2020,0.24,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2020,0.69,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2020,1.33,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2020,0.02,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2020,2.25,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2020,0.78,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2020,0.78,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2020,2580,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2020,15100,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2020,17680,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2020,3.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2020,0.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2020,1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2020,1.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2020,5.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2020,1.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2020,2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2020,2.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2020,3.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2020,12.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2020,3.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2020,5.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2020,6.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2020,7.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2020,69.4,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2020,14.5,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2020,7.4,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2021,1.7,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2021,29.7,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2021,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2021,1404,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2021,22.6,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2021,3.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2021,13.6,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2021,24.1,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2021,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2021,7.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2021,9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2021,2.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2021,2.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2021,4.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2021,9.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2021,0.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2021,10.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2021,5.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2021,5.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2021,8.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2021,3.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2021,5.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2021,4.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2021,0.53,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2021,0,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2021,0.22,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2021,0.25,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2021,0.49,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2021,1.94,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2021,0.02,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2021,2.11,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2021,0.88,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2021,0.88,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2021,2900,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2021,14490,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2021,17390,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2021,4.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2021,1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2021,1.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2021,2.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2021,5.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2021,1.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2021,2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2021,2.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2021,3.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2021,10.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2021,2.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2021,3.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2021,4.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2021,5.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2021,67.8,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2021,15.4,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2021,5.9,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2022,1.7,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2022,26.1,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2022,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2022,2429,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2022,17.5,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2022,3.5,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2022,10.4,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2022,21.6,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2022,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2022,10.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2022,7.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2022,6.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2022,2.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2022,3.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2022,7.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2022,13.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2022,17.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2022,8.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2022,8.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2022,7.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2022,12.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2022,5.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2022,8.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2022,0.52,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2022,0,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2022,0.34,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2022,0.11,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2022,0.21,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2022,0.56,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2022,1.78,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2022,2.66,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2022,0.97,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2022,0.97,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2022,3230,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2022,24540,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2022,27770,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2022,7.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2022,2.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2022,3.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2022,4.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2022,7.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2022,2.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2022,3.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2022,4.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2022,5.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2022,17.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2022,4.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2022,6.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2022,8.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2022,10.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2022,70.7,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2022,13.2,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2022,7.9,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
