Table,Select Setting,Value type,Geography,Select Measure,Levels of Measure,Value,SE,Low 95% CI,High 95% CI,Footnote-Value cell,Footnote-Measure Subscript
4,Adult Day Services Center,Number,Alaska,Number of users,Number of users,694,187.5,326.2,1061.9,,1
4,Adult Day Services Center,Percent,Alaska,Age,65 and over,82.3,3.6,75.4,89.3,,
4,Adult Day Services Center,Percent,Alaska,Age,Under 65,17.7,3.6,10.7,24.6,,
4,Adult Day Services Center,Percent,Alaska,Age,65-74,51.2,7.9,35.7,66.8,,
4,Adult Day Services Center,Percent,Alaska,Age,75-84,24.5,9.2,6.4,42.6,,
4,Adult Day Services Center,Percent,Alaska,Age,85 and over,6.6,2.6,1.5,11.8,,
4,Adult Day Services Center,Percent,Alaska,Sex,Male,43.6,2,39.6,47.6,,
4,Adult Day Services Center,Percent,Alaska,Sex,Female,56.4,2,52.4,60.4,,
4,Adult Day Services Center,Percent,Alaska,Ethnicity and race,Hispanic,1,0.6,-0.1,2.1,,4
4,Adult Day Services Center,Percent,Alaska,Ethnicity and race,Non-Hispanic White,39,10.4,18.6,59.3,,4
4,Adult Day Services Center,Percent,Alaska,Ethnicity and race,Non-Hispanic Black,0.8,0.3,0.2,1.5,,4
4,Adult Day Services Center,Percent,Alaska,Ethnicity and race,Non-Hispanic Other,59.2,10.9,37.9,80.6,,4
4,Adult Day Services Center,Percent,Alaska,Medicaid as payer source,Medicaid as payer source,29,7.1,15,43,^,
4,Adult Day Services Center,Percent,Alaska,Diagnosis,Alzheimer disease or other dementias,67.5,5.7,56.3,78.7,,"2,3"
4,Adult Day Services Center,Percent,Alaska,Diagnosis,Arthritis,62.6,6.7,49.5,75.8,,"2,3"
4,Adult Day Services Center,Percent,Alaska,Diagnosis,Asthma,16.2,3.3,9.8,22.6,,"2,3"
4,Adult Day Services Center,Percent,Alaska,Diagnosis,Chronic kidney disease,16.7,2.8,11.3,22.2,,"2,3"
4,Adult Day Services Center,Percent,Alaska,Diagnosis,Chronic obstructive pulmonary disease,17,2.8,11.5,22.5,,"2,3"
4,Adult Day Services Center,Percent,Alaska,Diagnosis,Depression,37,2.5,32.2,41.8,,"2,3"
4,Adult Day Services Center,Percent,Alaska,Diagnosis,Diabetes,19,2.5,14.2,23.9,,"2,3"
4,Adult Day Services Center,Percent,Alaska,Diagnosis,Heart disease,59.2,7.9,43.8,74.6,,"2,3"
4,Adult Day Services Center,Percent,Alaska,Diagnosis,High blood pressure/hypertension,40.4,4.6,31.5,49.4,,"2,3"
4,Adult Day Services Center,Percent,Alaska,Diagnosis,Osteoporosis,36.8,7.6,22,51.7,,"2,3"
4,Adult Day Services Center,Percent,Alaska,Needs assistance in physical functioning,Bathing,47.6,20.2,8,87.2,,
4,Adult Day Services Center,Percent,Alaska,Needs assistance in physical functioning,Dressing,36.5,15.5,6.1,66.9,,
4,Adult Day Services Center,Percent,Alaska,Needs assistance in physical functioning,Toileting,31.7,12.6,6.9,56.5,,
4,Adult Day Services Center,Percent,Alaska,Needs assistance in physical functioning,Walking or locomotion,45.8,4.5,36.9,54.6,,
4,Adult Day Services Center,Percent,Alaska,Needs assistance in physical functioning,Transferring in and out of a chair/bed,58.4,7.4,43.8,73,,
4,Adult Day Services Center,Percent,Alaska,Needs assistance in physical functioning,Eating,32,4.5,23.1,40.8,,
4,Adult Day Services Center,Percent,Alaska,Adverse Event,Overnight hospital stay,2.9,0.7,1.5,4.4,^,2
4,Adult Day Services Center,Percent,Alaska,Adverse Event,Emergency department visit,2.9,0.7,1.5,4.4,^,2
4,Adult Day Services Center,Percent,Alaska,Adverse Event,Fall,1.3,0.6,0,2.5,^,2
1,Adult Day Services Center,Number,Arizona,Number of people served,Annual average,,,,,---,2
1,Residential Care Community,Number,Arizona,Number of people served,Annual average,,,,,---,2
1,Residential Care Community,Number,Arizona,Number of providers,Number of providers,1574,51.1,1473.8,1674.3,,
1,Residential Care Community,Number,Arizona,Capacity,Total licensed maximum capacity or total number of beds,37873.8,1161.1,35597.5,40150.2,,1
1,Residential Care Community,Number,Arizona,Capacity,Average licensed maximum capacity or average number of beds,24.1,1.2,21.7,26.4,,1
1,Residential Care Community,Number,Arizona,Number of people served,Daily average,16.4,0.9,14.6,18.1,,2
1,Residential Care Community,Percent,Arizona,Number of people served,Category 1,83.4,1.3,80.7,85.9,,3
1,Residential Care Community,Percent,Arizona,Number of people served,Category 2,14.7,1.3,12.3,17.5,,3
1,Residential Care Community,Percent,Arizona,Number of people served,Category 3,,,,,*,3
1,Residential Care Community,Percent,Arizona,US Census region,Northeast,,,,,...,
1,Residential Care Community,Percent,Arizona,US Census region,Midwest,,,,,...,
1,Residential Care Community,Percent,Arizona,US Census region,South,,,,,...,
1,Residential Care Community,Percent,Arizona,US Census region,West,100,0,,,,
1,Residential Care Community,Percent,Arizona,Metropolitan statistical area status,Metropolitan,,,,,*,
1,Residential Care Community,Percent,Arizona,Metropolitan statistical area status,Micropolitan,,,,,*,
1,Residential Care Community,Percent,Arizona,Metropolitan statistical area status,Neither,,,,,*,
1,Residential Care Community,Percent,Arizona,Ownership,For-profit,91.5,3.4,82.2,96.2,,
1,Residential Care Community,Percent,Arizona,Ownership,Nonprofit,,,,,*,
1,Residential Care Community,Percent,Arizona,Ownership,Government and other,,,,,-,
1,Residential Care Community,Percent,Arizona,Certification,Medicare,,,,,---,
1,Residential Care Community,Percent,Arizona,Certification,Medicaid,51.6,6.9,38.3,64.7,,
1,Residential Care Community,Percent,Arizona,Chain affiliated,Chain affiliated,39.3,6.3,27.8,52,,
2,Residential Care Community,Number,Arizona,Total number of nursing and social work FTE employees,Total number of nursing and social work FTE employees,10069.4,790.1,8520.5,11618.3,,
2,Residential Care Community,Ratio,Arizona,Ratio of employee type/Total number nursing and social work FTE employees,Registered nurse,,,,,*,
2,Residential Care Community,Ratio,Arizona,Ratio of employee type/Total number nursing and social work FTE employees,LPN/LVN,7.1,0.9,5.4,8.8,,
2,Residential Care Community,Ratio,Arizona,Ratio of employee type/Total number nursing and social work FTE employees,Aide,82.8,3,76.9,88.6,,
2,Residential Care Community,Ratio,Arizona,Ratio of employee type/Total number nursing and social work FTE employees,Social Worker,,,,,*,
2,Residential Care Community,Percent,Arizona,Any employee FTE,Registered nurse,17.3,4.8,9.8,28.7,,
2,Residential Care Community,Percent,Arizona,Any employee FTE,LPN/LVN,18.9,3.6,12.8,27.1,,
2,Residential Care Community,Percent,Arizona,Any employee FTE,Aide,80.2,6,65.8,89.5,,
2,Residential Care Community,Percent,Arizona,Any employee FTE,Social Worker,,,,,*,
2,Residential Care Community,Percent,Arizona,Any employee FTE,Activities director,38.4,6.2,27.1,51.1,,
2,Residential Care Community,Ratio,Arizona,Employee FTE hours per user per day,Registered nurse,,,,,*,
2,Residential Care Community,Ratio,Arizona,Employee FTE hours per user per day,LPN/LVN,0.1,0,0,0.1,,
2,Residential Care Community,Ratio,Arizona,Employee FTE hours per user per day,Aide,2.9,0.4,2.1,3.6,,
2,Residential Care Community,Ratio,Arizona,Employee FTE hours per user per day,Social Worker,,,,,*,
2,Residential Care Community,Ratio,Arizona,Employee FTE hours per user per day,Activities director,0.3,0.1,0.1,0.5,,
3,Residential Care Community,Percent,Arizona,Services provided,Social work,56,7,42.1,69,,
3,Residential Care Community,Percent,Arizona,Services provided,Mental health or counseling,43.2,6.9,30.5,57,,
3,Residential Care Community,Percent,Arizona,Services provided,"Physical, occupational, or speech therapy",71.8,6.3,58,82.4,,
3,Residential Care Community,Percent,Arizona,Services provided,Skilled nursing,57.8,6.9,43.9,70.5,,
3,Residential Care Community,Percent,Arizona,Services provided,Pharmaceutical,81.2,5.8,67.2,90.1,,
3,Residential Care Community,Percent,Arizona,Services provided,Hospice,77.5,5.8,64.2,86.8,,
3,Residential Care Community,Percent,Arizona,Services provided,Dietary and nutritional,72.2,6.7,57.6,83.3,,
3,Residential Care Community,Percent,Arizona,Dementia care,Specializes in dementia care and only serves users with dementia,,,,,*,
3,Residential Care Community,Percent,Arizona,Dementia care,Specializes in dementia care or has dementia care floor/unit/wing,15.4,3.5,9.7,23.6,,
4,Residential Care Community,Number,Arizona,Number of users,Number of users,25740,1055,23671,27809,,1
4,Residential Care Community,Percent,Arizona,Age,65 and over,92.6,1.3,90,95.1,,
4,Residential Care Community,Percent,Arizona,Age,Under 65,7.4,1.3,4.9,10,,
4,Residential Care Community,Percent,Arizona,Age,65-74,10.2,1.1,8.1,12.3,,
4,Residential Care Community,Percent,Arizona,Age,75-84,32,2.1,28,36.1,,
4,Residential Care Community,Percent,Arizona,Age,85 and over,50.3,2.8,44.9,55.8,,
4,Residential Care Community,Percent,Arizona,Sex,Male,33.1,1.4,30.4,35.8,,
4,Residential Care Community,Percent,Arizona,Sex,Female,66.9,1.4,64.2,69.6,,
4,Residential Care Community,Percent,Arizona,Ethnicity and race,Hispanic,6.9,0.7,5.5,8.3,,4
4,Residential Care Community,Percent,Arizona,Ethnicity and race,Non-Hispanic White,86.2,1.2,83.8,88.7,,4
4,Residential Care Community,Percent,Arizona,Ethnicity and race,Non-Hispanic Black,2.2,0.5,1.3,3.1,,4
4,Residential Care Community,Percent,Arizona,Ethnicity and race,Non-Hispanic Other,4.7,0.8,3.2,6.2,,4
4,Residential Care Community,Percent,Arizona,Medicaid as payer source,Medicaid as payer source,22.2,2.7,16.9,27.4,,
4,Residential Care Community,Percent,Arizona,Diagnosis,Alzheimer disease or other dementias,45,2.7,39.7,50.3,^,"2,3"
4,Residential Care Community,Percent,Arizona,Diagnosis,Arthritis,32,3.3,25.6,38.4,^,"2,3"
4,Residential Care Community,Percent,Arizona,Diagnosis,Asthma,5.4,0.7,4.1,6.8,^,"2,3"
4,Residential Care Community,Percent,Arizona,Diagnosis,Chronic kidney disease,12.8,2,8.9,16.6,^,"2,3"
4,Residential Care Community,Percent,Arizona,Diagnosis,Chronic obstructive pulmonary disease,15.3,1.5,12.3,18.2,^,"2,3"
4,Residential Care Community,Percent,Arizona,Diagnosis,Depression,32.2,2.6,27,37.3,^,"2,3"
4,Residential Care Community,Percent,Arizona,Diagnosis,Diabetes,18.1,1.4,15.3,21,^,"2,3"
4,Residential Care Community,Percent,Arizona,Diagnosis,Heart disease,30.4,2.4,25.7,35.1,^,"2,3"
4,Residential Care Community,Percent,Arizona,Diagnosis,High blood pressure/hypertension,46.9,2.7,41.6,52.2,^,"2,3"
4,Residential Care Community,Percent,Arizona,Diagnosis,Osteoporosis,21.4,2.8,15.8,26.9,^,"2,3"
4,Residential Care Community,Percent,Arizona,Needs assistance in physical functioning,Bathing,71.5,2.9,65.7,77.2,^,
4,Residential Care Community,Percent,Arizona,Needs assistance in physical functioning,Dressing,55.4,2.8,49.9,60.9,^,
4,Residential Care Community,Percent,Arizona,Needs assistance in physical functioning,Toileting,53.1,2.8,47.6,58.5,^,
4,Residential Care Community,Percent,Arizona,Needs assistance in physical functioning,Walking or locomotion,53.4,2.9,47.6,59.1,^,
4,Residential Care Community,Percent,Arizona,Needs assistance in physical functioning,Transferring in and out of a chair/bed,42.3,2.7,36.9,47.6,^,
4,Residential Care Community,Percent,Arizona,Needs assistance in physical functioning,Eating,28.8,2.7,23.6,34.1,^,
4,Residential Care Community,Percent,Arizona,Adverse Event,Overnight hospital stay,7,0.7,5.6,8.4,^,2
4,Residential Care Community,Percent,Arizona,Adverse Event,Emergency department visit,11.6,1.2,9.3,13.9,^,2
4,Residential Care Community,Percent,Arizona,Adverse Event,Fall,18,1.3,15.5,20.5,^,2
1,Adult Day Services Center,Number,Arizona,Number of providers,Number of providers,17.3,0,17.3,17.3,,
1,Adult Day Services Center,Number,Arizona,Capacity,Total licensed maximum capacity or total number of beds,661.5,79.5,505.7,817.4,,1
1,Adult Day Services Center,Number,Arizona,Capacity,Average licensed maximum capacity or average number of beds,38.2,4.6,29.2,47.2,,1
1,Adult Day Services Center,Number,Arizona,Number of people served,Daily average,19,2.2,14.7,23.3,,2
1,Adult Day Services Center,Percent,Arizona,Number of people served,Category 1,,,,,*,3
1,Adult Day Services Center,Percent,Arizona,Number of people served,Category 2,,,,,*,3
1,Adult Day Services Center,Percent,Arizona,Number of people served,Category 3,,,,,*,3
1,Adult Day Services Center,Percent,Arizona,US Census region,Northeast,,,,,...,
1,Adult Day Services Center,Percent,Arizona,US Census region,Midwest,,,,,...,
1,Adult Day Services Center,Percent,Arizona,US Census region,South,,,,,...,
1,Adult Day Services Center,Percent,Arizona,US Census region,West,100,0,,,,
1,Adult Day Services Center,Percent,Arizona,Metropolitan statistical area status,Metropolitan,,,,,*,
1,Adult Day Services Center,Percent,Arizona,Metropolitan statistical area status,Micropolitan,,,,,*,
1,Adult Day Services Center,Percent,Arizona,Metropolitan statistical area status,Neither,,,,,*,
1,Adult Day Services Center,Percent,Arizona,Ownership,For-profit,,,,,*,
1,Adult Day Services Center,Percent,Arizona,Ownership,Nonprofit,,,,,*,
1,Adult Day Services Center,Percent,Arizona,Ownership,Government and other,,,,,*,
1,Adult Day Services Center,Percent,Arizona,Certification,Medicare,,,,,---,
1,Adult Day Services Center,Percent,Arizona,Certification,Medicaid,,,,,*,
1,Adult Day Services Center,Percent,Arizona,Chain affiliated,Chain affiliated,,,,,*,
2,Adult Day Services Center,Number,Arizona,Total number of nursing and social work FTE employees,Total number of nursing and social work FTE employees,52.6,15.5,22.2,82.9,^,
2,Adult Day Services Center,Ratio,Arizona,Ratio of employee type/Total number nursing and social work FTE employees,Registered nurse,46.8,6.1,34.8,58.8,^,
2,Adult Day Services Center,Ratio,Arizona,Ratio of employee type/Total number nursing and social work FTE employees,LPN/LVN,7.3,5.1,-2.7,17.4,^,
2,Adult Day Services Center,Ratio,Arizona,Ratio of employee type/Total number nursing and social work FTE employees,Aide,45.7,3.5,38.9,52.6,^,
2,Adult Day Services Center,Ratio,Arizona,Ratio of employee type/Total number nursing and social work FTE employees,Social Worker,0.2,0.1,0,0.4,^,
2,Adult Day Services Center,Percent,Arizona,Any employee FTE,Registered nurse,,,,,*,
2,Adult Day Services Center,Percent,Arizona,Any employee FTE,LPN/LVN,,,,,*,
2,Adult Day Services Center,Percent,Arizona,Any employee FTE,Aide,,,,,*,
2,Adult Day Services Center,Percent,Arizona,Any employee FTE,Social Worker,,,,,*,
2,Adult Day Services Center,Percent,Arizona,Any employee FTE,Activities director,,,,,*,
2,Adult Day Services Center,Ratio,Arizona,Employee FTE hours per user per day,Registered nurse,0.9,0.3,0.3,1.5,^,
2,Adult Day Services Center,Ratio,Arizona,Employee FTE hours per user per day,LPN/LVN,0.1,0.1,0,0.2,^,
2,Adult Day Services Center,Ratio,Arizona,Employee FTE hours per user per day,Aide,0.9,0.3,0.2,1.5,^,
2,Adult Day Services Center,Ratio,Arizona,Employee FTE hours per user per day,Social Worker,0,,,,^,
2,Adult Day Services Center,Ratio,Arizona,Employee FTE hours per user per day,Activities director,0.5,0.1,0.4,0.6,^,
3,Adult Day Services Center,Percent,Arizona,Services provided,Social work,,,,,*,
3,Adult Day Services Center,Percent,Arizona,Services provided,Mental health or counseling,,,,,*,
3,Adult Day Services Center,Percent,Arizona,Services provided,"Physical, occupational, or speech therapy",,,,,*,
3,Adult Day Services Center,Percent,Arizona,Services provided,Skilled nursing,,,,,*,
3,Adult Day Services Center,Percent,Arizona,Services provided,Pharmaceutical,,,,,*,
3,Adult Day Services Center,Percent,Arizona,Services provided,Hospice,,,,,*,
3,Adult Day Services Center,Percent,Arizona,Services provided,Dietary and nutritional,,,,,*,
3,Adult Day Services Center,Percent,Arizona,Dementia care,Specializes in dementia care and only serves users with dementia,,,,,*,
3,Adult Day Services Center,Percent,Arizona,Dementia care,Specializes in dementia care or has dementia care floor/unit/wing,,,,,*,
4,Adult Day Services Center,Number,Arizona,Number of users,Number of users,763,80,606,921,,1
4,Adult Day Services Center,Percent,Arizona,Age,65 and over,78.6,5.5,67.8,89.4,,
4,Adult Day Services Center,Percent,Arizona,Age,Under 65,21.4,5.5,10.6,32.2,,
4,Adult Day Services Center,Percent,Arizona,Age,65-74,18.1,2.1,14.1,22.2,,
4,Adult Day Services Center,Percent,Arizona,Age,75-84,39.8,3.5,33,46.6,,
4,Adult Day Services Center,Percent,Arizona,Age,85 and over,20.7,2.8,15.1,26.2,,
4,Adult Day Services Center,Percent,Arizona,Sex,Male,54.7,2.2,50.4,58.9,,
4,Adult Day Services Center,Percent,Arizona,Sex,Female,45.3,2.2,41.1,49.6,,
4,Adult Day Services Center,Percent,Arizona,Ethnicity and race,Hispanic,19.1,3.9,11.5,26.7,,4
4,Adult Day Services Center,Percent,Arizona,Ethnicity and race,Non-Hispanic White,72,3.7,64.8,79.3,,4
4,Adult Day Services Center,Percent,Arizona,Ethnicity and race,Non-Hispanic Black,3.5,0.5,2.6,4.4,,4
4,Adult Day Services Center,Percent,Arizona,Ethnicity and race,Non-Hispanic Other,5.3,1.5,2.3,8.3,,4
4,Adult Day Services Center,Percent,Arizona,Medicaid as payer source,Medicaid as payer source,19.9,8.6,3,36.7,^,
4,Adult Day Services Center,Percent,Arizona,Diagnosis,Alzheimer disease or other dementias,64,9.5,45.4,82.6,^,"2,3"
4,Adult Day Services Center,Percent,Arizona,Diagnosis,Arthritis,30.3,6.4,17.8,42.8,^,"2,3"
4,Adult Day Services Center,Percent,Arizona,Diagnosis,Asthma,3.4,0.5,2.4,4.4,^,"2,3"
4,Adult Day Services Center,Percent,Arizona,Diagnosis,Chronic kidney disease,3.8,0.9,2.1,5.5,^,"2,3"
4,Adult Day Services Center,Percent,Arizona,Diagnosis,Chronic obstructive pulmonary disease,7.2,1.3,4.6,9.8,^,"2,3"
