Data as of,Date Of Death Year,Date Of Death Month,Region,AgeGroup,RaceEthnicity,"COVID-19 (U071, Multiple Cause of Death)",Sex,Place Of Death,Note1,Note2
09/11/2020,2020,2,South,Under 1 year,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,South,Unknown Age,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,South,Unknown Age,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,South,Unknown Age,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,South,Unknown Age,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,South,Unknown Age,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,South,Unknown Age,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,1-4 Years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,1-4 Years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,1-4 Years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,1-4 Years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,1-4 Years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,1-4 Years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,18-29 years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,18-29 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,18-29 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,18-29 years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,18-29 years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,18-29 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,30-39 years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,30-39 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,30-39 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,30-39 years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,30-39 years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,30-39 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,40-49 years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,40-49 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,40-49 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,40-49 years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,40-49 years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,40-49 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,5-17 years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,5-17 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,5-17 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,5-17 years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,5-17 years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,5-17 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,50-64 years,Hispanic,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,West,50-64 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,50-64 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,50-64 years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,50-64 years,Non-Hispanic White,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,West,50-64 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,65-74 years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,65-74 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,65-74 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,West,65-74 years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,65-74 years,Non-Hispanic White,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,West,65-74 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,75-84 years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,75-84 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,75-84 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,75-84 years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,75-84 years,Non-Hispanic White,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,West,75-84 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,85+ years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,85+ years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,85+ years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,85+ years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,85+ years,Non-Hispanic White,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,2,West,85+ years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,Under 1 year,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,Under 1 year,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,Under 1 year,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,Under 1 year,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,Under 1 year,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,Under 1 year,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,Unknown Age,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,Unknown Age,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,Unknown Age,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,Unknown Age,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,Unknown Age,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,2,West,Unknown Age,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,1-4 Years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,1-4 Years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,1-4 Years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,3,Midwest,1-4 Years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
